Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV
1198,78,20.3,9.3,3.4,6.2,55.7,0.0,0.0,0.0,2.4,3.4,71.5,1.9,3.2,5.1,1.0,0.2,0.4,1.5
185,78,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8
185,78,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8
185,78,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8
185,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0
185,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0
185,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0
577,72,19.8,5.8,2.4,5.2,45.4,0.0,0.0,0.0,1.1,1.3,85.9,1.2,1.8,3.0,1.5,0.4,0.1,1.3
1217,82,19.3,6.6,2.6,5.7,46.0,0.0,0.1,0.0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4
67,62,19.3,8.0,3.2,6.0,52.8,0.0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7
1152,78,18.7,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1.0,0.1,1.4
694,75,18.7,6.8,2.8,5.9,47.0,0.0,0.0,0.0,1.2,2.6,47.4,1.4,3.0,4.4,0.5,0.5,0.5,1.9
632,82,18.2,5.6,1.9,4.1,47.1,0.0,0.1,18.2,1.7,2.4,73.6,0.3,1.0,1.3,5.1,1.3,0.1,1.8
1177,74,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16.0,1.4,1.7,81.0,0.5,1.0,1.5,1.7,0.6,0.2,1.1
953,74,17.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3
405,54,17.0,5.5,2.1,4.3,49.8,0.0,0.0,0.0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2
229,74,15.1,5.1,2.2,4.6,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0
1057,36,14.4,5.8,2.3,5.4,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9
439,78,14.3,4.9,1.9,3.9,49.2,0.0,0.1,0.0,1.1,1.6,66.9,1.0,2.4,3.3,1.3,0.4,0.2,1.3
957,67,13.3,3.7,1.6,2.7,58.9,0.0,0.0,0.0,0.5,1.2,39.8,1.0,2.6,3.6,0.8,0.5,0.8,0.9
355,59,12.8,5.1,1.9,4.6,41.6,0.0,0.1,0.0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3
591,77,12.4,6.1,2.3,4.8,47.8,0.0,0.0,0.0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9
1058,53,12.3,1.5,0.5,1.6,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8
603,60,11.9,3.2,1.2,2.4,48.6,0.0,0.0,,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2
1218,56,11.2,5.6,2.3,4.7,49.6,0.0,0.0,0.0,1.0,1.3,80.0,0.7,0.9,1.6,0.4,0.5,0.1,1.2
759,63,10.8,4.1,1.7,4.6,38.3,0.0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1.0,1.4,0.5,0.1,1.1
452,66,10.6,3.8,1.4,3.5,39.7,0.0,0.1,25.0,1.0,1.4,70.7,0.8,1.2,2.0,0.4,0.2,0.2,0.8
703,51,10.5,3.8,1.6,3.7,44.0,0.0,0.0,0.0,0.5,0.7,75.0,0.8,0.8,1.6,0.7,0.2,0.2,0.6
254,60,9.2,3.4,1.5,4.0,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7
91,59,9.1,3.3,1.3,3.6,37.3,0.0,0.1,0.0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6
976,51,9.0,4.5,1.8,3.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7
1151,47,8.9,4.2,1.5,4.0,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7
786,38,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0.0,0.7
191,43,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4
1212,39,6.9,1.3,0.5,1.3,41.2,0.0,0.0,,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4
1287,39,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8
1031,38,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5
992,82,32.8,21.0,8.7,16.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6
1160,81,30.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0
419,80,27.0,8.4,3.3,7.0,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4
1051,79,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5
52,52,12.8,4.2,1.5,4.3,35.6,0.3,1.0,24.5,0.8,1.3,63.8,0.9,2.0,3.0,0.3,0.4,0.1,0.9
921,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7
1193,81,24.8,8.5,3.7,7.3,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3
572,81,24.4,12.1,5.0,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4
362,81,23.9,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1
1068,80,23.2,5.5,2.3,4.6,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4
160,74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6
972,82,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9
341,82,20.9,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4
445,79,19.4,7.3,2.7,5.1,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3
1046,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4
357,31,12.6,3.1,1.2,2.7,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6
648,73,17.6,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1
241,82,17.2,7.7,3.1,6.8,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5
605,72,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0
297,82,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4
1131,78,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4
271,67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2
299,75,15.7,6.1,2.4,5.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3
999,78,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4
1130,49,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2
473,78,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8
161,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9
502,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8
279,40,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8
1095,47,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7
1111,45,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7
627,49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7
787,48,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0
768,39,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5
994,57,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6
960,57,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4
740,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1.0,0.3,1.2
1041,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2
148,15,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0
1076,45,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4
110,55,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6
480,35,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6
1183,70,36.2,23.7,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9
234,81,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7
986,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7
1047,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6
260,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1
579,58,11.8,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3
543,77,25.6,13.4,5.8,10.0,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,5.2,1.7,1.2,0.8,2.3
1235,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9
1188,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,2.1,0.7,0.3,1.9
823,80,20.2,5.1,2.0,4.4,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,4.1,1.0,0.4,0.6,1.7
398,82,20.0,4.4,1.8,3.0,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6
1040,74,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5
594,82,19.4,9.3,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,2.6,0.6,0.0,1.9
971,79,19.3,6.7,2.7,5.9,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2.0
126,51,11.3,2.8,1.1,2.5,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7
788,75,18.9,4.9,1.9,4.0,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,2.9,3.4,1.6,0.1,1.3
844,81,18.9,4.3,1.8,4.4,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7
93,75,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1
575,44,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4
575,77,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6
149,43,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6
1132,76,16.4,8.1,3.0,6.9,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4
1022,78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2
1075,77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1
619,68,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7
73,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8
236,62,14.2,5.6,2.1,4.4,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2
755,71,13.9,5.4,2.1,4.0,51.2,0.0,0.0,0.0,1.3,1.9,65.0,1.9,3.4,5.3,0.5,0.6,0.9,1.4
147,53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8
252,44,11.8,2.8,1.0,3.1,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7
1264,68,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4
1264,68,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4
316,49,10.6,4.0,1.5,3.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1.0
306,54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5
301,52,10.1,3.2,1.5,3.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4
145,62,9.8,4.0,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,1.1,0.4,0.1,0.9
1065,65,9.6,5.0,2.0,3.6,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0.0,0.8
41,40,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.3,0.5
792,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6
406,48,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,1.6,0.6,0.3,0.2,1.0
600,23,8.3,1.3,0.5,1.3,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,2.0,0.5,0.1,0.3,0.7
657,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7
1034,44,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9
205,54,6.8,1.5,0.7,1.7,40.4,0.0,0.0,0.0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4
1037,39,6.8,2.2,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5
848,36,5.1,2.2,0.8,1.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1.0
1099,31,4.5,1.2,0.4,1.2,34.2,0.0,0.1,0.0,0.4,0.6,55.0,0.5,0.8,1.3,0.1,0.2,0.0,0.3
949,35,4.2,2.9,1.0,2.8,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4
689,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6.0,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4
156,82,34.5,15.5,6.3,10.7,58.2,0.0,0.0,0.0,3.0,4.7,62.4,4.2,8.0,12.3,1.3,1.0,1.0,2.9
513,72,33.8,17.0,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6.0,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2
1208,81,33.1,17.2,6.8,13.0,52.5,0.0,0.0,0.0,3.5,5.7,62.0,2.6,4.3,6.9,1.8,0.7,0.6,2.7
564,81,32.4,21.4,8.9,17.9,49.7,0.0,0.0,25.0,3.6,5.0,71.6,2.2,4.7,7.0,2.2,1.1,0.3,2.4
839,51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68.0,1.7,3.1,4.9,3.2,0.7,0.4,2.6
496,82,27.8,11.5,5.0,10.4,47.7,0.0,0.1,28.6,1.5,2.3,67.0,2.1,5.2,7.4,1.7,0.7,2.2,1.7
574,82,27.0,14.4,5.1,9.1,56.1,0.0,0.0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9
440,79,25.7,10.7,4.3,10.3,41.4,0.2,1.0,21.5,1.9,2.6,75.0,0.4,1.4,1.9,4.8,1.0,0.1,2.0
416,80,25.0,8.3,3.5,8.0,44.1,0.0,0.1,0.0,1.2,1.7,70.3,1.8,2.0,3.8,2.4,0.9,0.0,1.4
1157,78,22.3,12.8,5.1,8.3,61.3,0.0,0.0,0.0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5
20,76,22.3,12.1,5.1,10.7,48.2,0.0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4
454,80,21.3,9.6,3.9,8.2,47.7,0.0,0.1,0.0,1.8,2.7,68.4,2.0,3.2,5.1,1.8,0.7,0.2,1.3
403,74,20.5,9.3,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3
403,74,20.5,9.3,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3
287,82,19.8,7.9,3.1,6.4,48.1,0.0,0.0,0.0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8
1074,79,19.2,7.0,2.7,6.1,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4
1091,59,18.2,6.1,2.6,4.7,55.6,0.0,0.0,,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1
743,64,17.7,4.6,1.8,3.6,51.8,0.0,0.0,0.0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2
742,63,17.2,5.3,2.2,4.7,46.1,0.0,0.0,,1.0,1.7,58.3,1.5,3.2,4.7,1.0,0.3,1.3,0.9
974,71,17.0,4.9,2.1,4.2,50.3,0.0,0.0,,0.7,1.0,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8
294,82,16.9,6.4,2.3,5.5,41.3,0.0,0.1,0.0,1.9,2.4,76.0,0.6,1.2,1.8,3.3,1.1,0.0,1.6
599,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,1.9,2.5,0.8,0.2,1.3
622,64,16.1,7.0,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,2.3,0.8,0.1,1.4
722,71,16.0,6.9,2.9,6.3,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,2.7,1.2,0.5,0.4,1.0
952,75,15.8,7.3,2.7,5.3,51.3,0.0,0.0,0.0,1.9,2.7,69.9,1.1,1.9,3.0,1.1,0.3,0.3,1.4
31,80,14.8,4.5,1.9,3.6,51.9,0.0,0.0,0.0,0.8,1.5,52.0,1.4,3.5,4.8,1.1,0.2,1.5,1.6
769,80,14.8,6.6,2.8,5.5,52.1,0.0,0.0,0.0,0.9,1.5,64.1,1.2,2.0,3.2,1.0,0.5,0.9,1.3
288,77,14.0,4.9,1.9,3.4,54.6,0.0,0.0,0.0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9
400,49,13.0,3.9,1.6,3.6,43.5,0.0,0.0,0.0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0.0,0.5
977,24,9.3,2.3,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.4,0.0,0.8
604,72,11.9,2.9,1.2,2.3,50.9,0.0,0.0,,0.5,1.2,45.9,1.0,1.5,2.5,0.6,0.3,0.7,0.7
571,54,11.4,4.6,1.9,3.6,51.0,0.0,0.0,0.0,0.9,1.1,82.0,0.4,0.7,1.2,0.5,0.3,0.0,0.8
1006,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0.0,1.1
447,46,10.7,2.9,1.1,1.8,58.3,0.0,0.0,50.0,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8
190,54,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8
283,53,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1.0
904,39,9.0,4.9,2.1,4.4,46.5,0.0,0.1,0.0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9
850,43,8.6,3.4,1.3,2.3,54.0,0.0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1.0
23,39,8.5,3.5,1.4,2.6,52.4,0.0,0.0,0.0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7
1011,43,9.2,2.7,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.3,0.2,0.0,0.3
504,42,8.1,3.4,1.3,2.9,45.8,0.0,0.0,0.0,0.8,1.2,65.4,0.5,1.0,1.5,0.2,0.2,0.1,0.4
443,42,6.9,3.6,1.5,3.6,43.3,0.0,0.2,0.0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6
115,49,6.9,3.1,1.2,2.8,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.1,0.0,0.4
183,51,6.6,3.0,1.1,2.4,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7
727,36,6.6,1.9,0.8,2.4,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6
611,82,35.6,18.9,7.5,15.3,49.1,0.0,0.0,0.0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3.0
296,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4.0,71.6,1.0,2.6,3.6,2.4,1.3,0.5,2.9
773,82,31.4,9.6,3.7,7.2,51.2,0.0,0.0,0.0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8
908,79,31.3,11.0,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9
691,80,30.4,15.2,6.6,14.5,45.2,0.0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9
817,33,16.4,5.3,2.0,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86.0,0.2,1.5,1.6,2.8,0.4,0.0,1.5
956,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.3,0.2,0.0,0.4
96,81,30.4,9.8,4.2,8.3,50.3,0.0,0.0,0.0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1.0,1.6
883,82,30.2,14.7,6.0,12.4,47.9,0.0,0.1,0.0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2.0
