instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
6783,74,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343
6784,74,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642
6785,74,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0
6786,74,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045
6787,74,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836
6788,74,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985
6789,74,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478
6790,74,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881
6791,74,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522
6792,74,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627
6793,74,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627
6794,74,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925
6795,74,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881
6796,74,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836
6797,74,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.1939999999999999
6798,74,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343
6799,74,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343
6800,74,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239
6801,74,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343
6802,74,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642
6803,76,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343
6804,76,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343
6805,76,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343
6806,76,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343
6807,76,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.1939999999999999
6808,76,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642
6809,76,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642
6810,76,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343
6811,76,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.1939999999999999
6812,76,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239
6813,76,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537
6814,76,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836
6815,76,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537
6816,76,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985
6817,76,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985
6818,76,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881
6819,76,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881
6820,76,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627
6821,76,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478
6822,76,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881
6823,76,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627
6824,76,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881
6825,76,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179
6826,76,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179
6827,78,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284
6828,78,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881
6829,78,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881
6830,78,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.1939999999999999
6831,78,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642
6832,78,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985
6833,78,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537
6834,78,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642
6835,78,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537
6836,78,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836
6837,78,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642
6838,78,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0
6839,78,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896
6840,78,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896
6841,78,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.1939999999999999
6842,78,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537
6843,78,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537
6844,78,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343
6845,78,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0
6846,78,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045
6847,78,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045
6848,78,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045
6849,78,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0
6850,78,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0
6851,80,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0
6852,80,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0
6853,80,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896
6854,80,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896
6855,80,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045
6856,80,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0
6857,80,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896
6858,80,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896
6859,80,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896
6860,80,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896
6861,80,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0
6862,80,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045
6863,80,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896
6864,80,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.1939999999999999
6865,80,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642
6866,80,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.1939999999999999
6867,80,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537
6868,80,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343
6869,80,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045
6870,80,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045
6871,80,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642
6872,80,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343
6873,80,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642
6874,80,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.1939999999999999
6875,82,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.1939999999999999
6876,82,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.1939999999999999
6877,82,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.1939999999999999
6878,82,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.1939999999999999
6879,82,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045
6880,82,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537
6881,82,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537
6882,82,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925
6883,82,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925
6884,82,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925
6885,82,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537
6886,82,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284
6887,82,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836
6888,82,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642
6889,82,4,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343
6890,82,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642
6891,82,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642
6892,82,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642
6893,82,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343
6894,82,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896
6895,82,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343
6896,82,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582
6897,82,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582
6898,86,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985
6899,86,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582
6900,86,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478
6901,86,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627
6902,86,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627
6903,86,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582
6904,86,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179
6905,86,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478
6906,86,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224
6907,86,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821
6908,86,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478
6909,86,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224
6910,86,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224
6911,86,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821
6912,86,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522
6913,86,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478
6914,86,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478
6915,86,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881
6916,86,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985
6917,86,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582
6918,86,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284
6919,86,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985
6920,86,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284
6921,86,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537
6922,88,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537
6923,88,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239
6924,88,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642
6925,88,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343
6926,88,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642
6927,88,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.1939999999999999
6928,88,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642
6929,88,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642
6930,88,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.1939999999999999
6931,88,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343
6932,88,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642
6933,88,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239
6934,88,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985
6935,88,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284
6936,88,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985
6937,88,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836
6938,88,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537
6939,88,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537
6940,88,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537
6941,88,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881
6942,88,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239
6943,88,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642
6944,88,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642
6945,88,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239
6946,90,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.1939999999999999
6947,90,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.1939999999999999
6948,90,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537
6949,90,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343
6950,90,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896
6951,90,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0
6952,90,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0
6953,90,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045
6954,90,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0
6955,90,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896
6956,90,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045
6957,90,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045
6958,90,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896
6959,90,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0
6960,90,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239
6961,90,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239
6962,90,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.1939999999999999
6963,90,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343
6964,90,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896
6965,90,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0
6966,90,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0
6967,90,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0
6968,90,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0
6969,90,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0
6970,92,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0
6971,92,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0
6972,92,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896
6973,92,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0
6974,92,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0
6975,92,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0
6976,92,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045
6977,92,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896
6978,92,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343
6979,92,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0
6980,92,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896
6981,92,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642
6982,92,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537
6983,92,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.1939999999999999
6984,92,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239
6985,92,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642
6986,92,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.1939999999999999
6987,92,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343
6988,92,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045
6989,92,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0
6990,92,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896
6991,92,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896
6992,92,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045
6993,92,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642
6994,94,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0
6995,94,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343
6996,94,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045
6997,94,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896
6998,94,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0
6999,94,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0
7000,94,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045
7001,94,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045
7002,94,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642
7003,94,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642
7004,94,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537
7005,94,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642
7006,94,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045
7007,94,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239
7008,94,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.1939999999999999
7009,94,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642
7010,94,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.1939999999999999
7011,94,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343
7012,94,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896
7013,94,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0
7014,94,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045
7015,94,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045
7016,94,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642
7017,94,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896
7018,96,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343
7019,96,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343
7020,96,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343
7021,96,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0
7022,96,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343
7023,96,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343
7024,96,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045
7025,96,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.1939999999999999
7026,96,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0
7027,96,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239
7028,96,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537
7029,96,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836
7030,96,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582
7031,96,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881
7032,96,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537
7033,96,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045
7034,96,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.1939999999999999
7035,96,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045
7036,96,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045
7037,96,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.1939999999999999
7038,96,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045
7039,96,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343
7040,96,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.1939999999999999
7041,96,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343
7042,98,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.1939999999999999
7043,98,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537
7044,98,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642
7045,98,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239
7046,98,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537
7047,98,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239
7048,98,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239
7049,98,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642
7050,98,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.1939999999999999
7051,98,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239
7052,98,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537
7053,98,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284
7054,98,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239
7055,98,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045
7056,98,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0
7057,98,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0
7058,98,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896
7059,98,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045
7060,98,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642
7061,98,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0
7062,98,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0
7063,98,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0
7064,98,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896
7065,98,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896
7066,100,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0
7067,100,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0
7068,100,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0
7069,100,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0
7070,100,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0
7071,100,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896
7072,100,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0
7073,100,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896
7074,100,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.1939999999999999
7075,100,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642
7076,100,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.1939999999999999
7077,100,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343
7078,100,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343
7079,100,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642
7080,100,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0
7081,100,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045
7082,100,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642
7083,100,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627
7084,100,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627
7085,100,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627
7086,100,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925
7087,100,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224
7088,100,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925
7089,100,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179
7090,102,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537
7091,102,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537
7092,102,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836
7093,102,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836
7094,102,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836
7095,102,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537
7096,102,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537
7097,102,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537
7098,102,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836
7099,102,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239
7100,102,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239
7101,102,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239
7102,102,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642
7103,102,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239
7104,102,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.1939999999999999
7105,102,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537
7106,102,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642
7107,102,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343
7108,102,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642
7109,102,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343
7110,102,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239
7111,102,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642
7112,102,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836
7113,102,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284
7114,104,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985
7115,104,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985
7116,104,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985
7117,104,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179
7118,104,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179
7119,104,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582
7120,104,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582
7121,104,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582
7122,104,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582
7123,104,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582
7124,104,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284
7125,104,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881
7126,104,4,0,10,12,0,6,0,3,0.24,0.1969999999999999,0.87,0.4925
7127,104,4,0,10,13,0,6,0,3,0.24,0.1969999999999999,0.87,0.5224
7128,104,4,0,10,14,0,6,0,3,0.24,0.1969999999999999,0.87,0.4478
7129,104,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537
7130,104,4,0,10,16,0,6,0,3,0.22,0.1969999999999999,0.93,0.3284
7131,104,4,0,10,17,0,6,0,3,0.22,0.1969999999999999,0.93,0.3284
7132,104,4,0,10,18,0,6,0,3,0.22,0.1969999999999999,0.93,0.3284
7133,104,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582
7134,104,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582
7135,104,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582
7136,104,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239
7137,104,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.1939999999999999
