age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
51,1,1,0,0,9562,0,0,0,4,1,121,2,0,0,3
55,6,1,1,0,12512,0,0,0,4,1,272,1,0,0,3
52,4,1,2,0,8212,0,0,0,4,1,145,1,0,0,3
30,4,2,2,0,9692,0,0,0,4,1,200,1,0,0,3
46,11,1,3,0,8019,0,0,0,4,1,343,1,0,0,3
45,6,1,1,0,9070,0,0,0,4,1,96,1,0,0,3
58,5,1,3,0,8947,0,0,1,4,1,152,2,0,0,3
49,1,1,0,0,8383,0,0,0,4,1,134,1,0,0,3
36,4,0,2,0,8019,0,0,0,4,1,1165,1,0,0,3
35,4,2,2,0,8856,0,0,0,4,1,329,1,0,0,3
30,4,2,2,0,8854,1,0,0,4,1,81,1,0,0,3
48,10,1,1,0,9237,0,0,0,4,1,198,1,0,0,3
41,4,0,2,0,8953,0,0,0,4,1,93,1,0,0,3
33,9,2,1,0,8135,0,1,0,4,1,307,1,0,0,3
60,9,1,1,0,8933,0,0,2,4,1,64,1,0,0,3
55,9,1,1,0,10456,0,0,0,4,1,138,1,0,0,3
38,4,1,2,0,8710,1,1,0,4,1,79,1,0,0,3
57,1,1,1,0,8185,0,0,0,4,1,58,1,0,0,3
57,0,1,1,0,9018,0,0,0,4,1,68,1,0,0,3
47,7,1,0,0,8019,1,0,0,4,1,226,1,0,0,3
45,10,1,0,0,8021,0,0,0,4,1,413,1,0,0,3
50,7,1,1,0,9145,0,0,0,4,1,679,1,0,0,3
46,1,1,0,0,8828,0,0,0,4,1,160,1,0,0,3
37,3,1,0,0,10429,0,0,0,4,1,315,1,0,0,3
46,5,0,2,0,7971,0,0,0,4,1,20,4,0,0,3
50,10,0,1,0,8051,0,0,0,4,1,282,2,0,0,3
47,4,1,2,0,9076,0,0,0,4,1,488,2,0,0,3
51,1,1,1,0,9140,0,0,0,4,1,824,2,0,0,3
58,5,1,0,0,8019,0,0,0,4,1,506,1,0,0,3
51,3,1,3,0,29263,0,1,0,4,1,166,2,0,0,3
53,9,2,1,0,8019,0,0,0,4,1,134,2,0,0,3
46,9,1,1,0,8506,0,0,0,4,1,432,1,0,0,3
39,4,1,1,0,8662,1,0,0,4,1,295,1,0,0,3
55,5,1,1,0,8019,0,0,0,4,1,1110,1,0,0,3
44,10,2,2,0,8829,0,0,0,4,1,184,1,0,0,3
47,1,1,0,0,9471,1,1,0,4,1,166,2,0,0,3
58,9,1,1,0,8815,0,0,0,4,1,422,1,0,0,3
51,4,1,2,0,10449,0,0,0,4,1,266,2,0,0,3
52,4,1,1,0,13620,0,0,0,4,1,46,1,0,0,3
56,5,1,1,0,8296,0,0,0,4,1,143,1,0,0,3
54,9,1,1,0,8388,0,0,0,4,1,226,1,0,0,3
43,9,1,2,0,8629,0,0,0,4,1,454,1,0,0,3
47,9,1,1,0,8655,0,0,0,4,1,416,2,0,0,3
37,9,2,1,0,8019,0,0,0,4,1,69,2,0,0,3
50,9,1,2,0,8152,0,0,0,4,1,155,1,0,0,3
60,1,1,0,0,9689,0,0,0,4,1,115,1,0,0,3
53,0,1,2,0,9398,0,0,0,4,1,68,1,0,0,3
60,11,1,3,0,15356,0,0,0,4,1,122,1,0,0,3
37,4,1,2,0,8580,0,0,0,4,1,204,2,0,0,3
52,1,1,0,0,9073,0,0,0,4,1,273,1,0,0,3
47,10,1,1,0,8142,0,0,0,4,1,653,2,0,0,3
54,1,1,1,0,8556,0,0,0,4,1,226,1,0,0,3
47,1,1,1,0,9367,0,1,0,4,1,255,1,0,0,3
41,4,2,2,0,8279,0,0,0,4,1,149,1,0,0,3
46,9,1,2,0,11028,0,0,0,4,1,58,2,0,0,3
50,0,1,1,0,8019,0,0,0,4,1,86,4,0,0,3
49,0,1,1,0,8968,0,0,0,4,1,91,1,0,0,3
47,11,1,3,0,8213,0,0,0,4,1,108,1,0,0,3
45,11,1,3,0,10853,0,0,0,4,1,112,1,0,0,3
41,4,1,2,0,8670,0,0,0,4,1,104,1,0,0,3
45,6,1,1,0,8648,0,0,0,4,1,165,2,0,0,3
41,4,2,2,0,12496,0,0,0,4,1,357,2,0,0,3
46,0,1,1,0,10552,0,0,0,4,1,282,1,0,0,3
50,4,1,2,0,8743,0,0,0,4,1,144,3,0,0,3
32,9,1,1,0,8031,1,1,0,4,1,341,2,0,0,3
46,1,1,1,0,7623,0,1,0,4,1,115,1,0,0,3
52,4,1,2,0,8828,0,0,0,4,1,121,1,0,0,3
47,1,1,1,0,9468,0,0,0,4,1,322,1,0,0,3
45,4,1,1,0,8334,1,0,0,4,1,154,2,0,0,3
54,4,1,2,0,19410,0,0,0,4,1,333,1,0,0,3
52,4,1,2,0,15211,0,0,0,4,1,1486,1,0,0,3
49,7,1,1,0,9141,0,0,0,4,1,143,1,0,0,3
40,9,1,1,0,8023,1,1,0,4,1,135,3,0,0,3
31,4,1,2,0,8878,1,1,0,4,1,182,3,0,0,3
47,9,2,1,0,8619,0,1,0,4,1,173,2,0,0,3
46,1,1,0,0,10492,0,0,0,4,1,136,3,0,0,3
38,7,1,2,0,8677,0,0,0,4,1,328,2,0,0,3
56,1,1,1,0,8321,0,1,0,4,1,378,2,0,0,3
36,4,1,2,0,11813,0,0,0,4,1,230,1,0,0,3
53,4,1,2,0,10597,0,0,0,4,1,958,2,0,0,3
55,9,1,1,0,8464,0,0,0,4,1,99,2,0,0,3
44,9,1,1,0,8964,1,0,0,4,1,190,1,0,0,3
59,1,1,0,0,11732,1,1,0,4,1,170,2,0,0,3
54,7,1,1,0,8789,0,0,0,4,1,151,1,0,0,3
43,4,1,2,0,11548,1,0,0,4,1,190,3,0,0,3
58,0,1,1,0,9705,0,0,0,4,1,110,2,0,0,3
39,9,1,1,0,8019,0,0,0,4,1,281,3,0,0,3
45,7,1,0,0,8285,1,0,0,4,1,376,2,0,0,3
60,2,1,3,1,7735,1,1,0,4,1,67,8,0,0,3
54,5,1,1,0,8782,0,0,0,4,1,389,2,0,0,3
42,9,1,1,0,12856,0,0,0,4,1,91,2,0,0,3
45,0,1,1,0,8019,1,1,0,4,1,368,2,0,0,3
47,2,1,1,0,8337,0,0,0,4,1,299,2,0,0,3
31,4,2,2,0,8102,0,0,0,4,1,144,2,0,0,3
35,9,2,2,0,8373,1,0,0,4,1,146,3,0,0,3
56,5,0,1,0,7853,0,1,0,4,1,370,2,0,0,3
36,9,1,1,0,8613,0,1,0,4,1,230,3,0,0,3
54,6,1,1,0,11548,0,0,0,4,1,686,2,0,0,3
48,9,1,1,0,11088,0,0,0,4,1,597,2,0,0,3
53,0,1,0,0,14299,0,0,0,4,1,441,2,0,0,3
58,4,1,2,0,17702,0,0,0,4,1,857,2,0,0,3
54,1,1,3,0,8210,0,0,0,4,1,753,2,0,0,3
33,9,1,1,0,7930,0,1,0,4,1,410,4,0,0,3
55,9,0,1,0,10749,0,0,0,4,1,430,2,0,0,3
44,11,1,1,0,10338,0,0,0,4,1,251,3,0,0,3
49,7,1,1,0,13692,0,1,0,4,1,357,3,0,0,3
43,9,0,1,0,8186,0,0,0,4,1,211,3,0,0,3
43,9,1,2,0,8019,0,0,0,4,1,1488,2,0,0,3
46,0,1,1,0,8566,0,1,0,4,1,114,2,0,0,3
60,6,1,1,0,8565,0,0,0,4,1,428,2,0,0,3
42,4,2,1,0,17739,0,0,0,5,1,81,2,0,0,3
37,6,2,2,0,8695,0,0,0,5,1,133,2,0,0,3
40,9,0,1,0,8367,1,0,0,5,1,142,2,0,0,3
60,4,0,1,0,8019,0,0,0,5,1,603,3,0,0,3
46,4,1,2,0,9739,0,0,0,5,1,250,2,0,0,3
59,0,1,1,0,10571,0,1,0,5,1,125,3,0,0,3
49,9,1,1,0,8652,0,0,0,5,1,201,2,0,0,3
32,4,1,2,0,8459,0,0,0,5,1,377,3,0,0,3
57,5,1,1,0,8485,0,0,0,5,1,641,2,0,0,3
54,1,1,1,0,8467,1,1,0,5,1,98,1,0,0,3
41,9,1,2,0,8534,0,0,0,5,1,837,2,0,0,3
30,4,1,2,0,9927,0,0,0,5,1,222,1,0,0,3
48,9,1,1,0,9619,0,0,0,5,1,117,1,0,0,3
42,9,1,1,0,8553,0,0,0,5,1,314,1,0,0,3
50,9,1,2,0,10332,0,0,0,5,1,553,1,0,0,3
55,4,1,1,0,19674,0,0,0,5,1,114,1,0,0,3
60,1,1,1,0,10898,1,0,0,5,1,122,1,0,0,3
57,4,1,2,0,10285,0,0,0,5,1,306,1,0,0,3
59,5,1,1,0,20457,0,0,0,5,1,91,1,0,0,3
50,4,1,2,0,8530,1,0,0,5,1,36,1,0,0,3
39,4,1,2,0,9088,0,0,0,5,1,422,1,0,0,3
41,4,1,2,0,9410,0,0,0,5,1,537,1,0,0,3
53,1,1,1,0,8011,0,0,0,5,1,794,1,0,0,3
53,1,1,0,0,8225,0,0,0,5,1,145,1,0,0,3
58,5,1,1,0,9002,0,0,0,5,1,139,1,0,0,3
58,5,1,1,0,12744,0,0,0,5,1,241,1,0,0,3
59,5,1,0,0,9653,1,1,0,5,1,836,1,0,0,3
56,1,1,1,0,8295,0,0,0,5,1,269,1,0,0,3
45,4,2,2,0,9414,0,0,0,5,1,67,1,0,0,3
50,9,1,1,0,8824,0,0,0,5,1,148,1,0,0,3
43,3,1,0,0,9302,0,0,0,5,1,448,1,0,0,3
48,7,1,1,0,8221,1,0,0,5,1,162,1,0,0,3
56,9,1,1,0,8222,1,0,0,5,1,335,3,0,0,3
37,9,2,1,0,8200,0,0,0,5,1,140,1,0,0,3
42,9,0,1,0,9552,0,1,0,5,1,86,1,0,0,3
59,1,1,0,0,8479,0,0,0,5,1,224,1,0,0,3
49,9,1,1,0,11654,1,0,0,5,1,171,2,0,0,3
48,1,1,0,0,8019,0,1,0,5,1,67,1,0,0,3
55,7,1,1,0,8095,0,0,0,5,1,356,1,0,0,3
40,9,2,2,0,8058,0,0,0,5,1,130,2,0,0,3
51,9,1,1,0,7640,1,0,0,5,1,261,1,0,0,3
59,3,1,0,0,8119,0,0,0,5,1,1134,1,0,0,3
58,5,1,3,0,8956,0,0,0,5,1,155,1,0,0,3
46,9,0,1,0,8667,0,0,0,5,1,281,1,0,0,3
52,0,1,0,0,8832,0,1,0,5,1,113,2,0,0,3
45,9,0,1,0,8068,0,0,0,5,1,164,3,0,0,3
42,4,1,2,0,8740,0,1,0,5,1,91,5,0,0,3
52,9,1,2,0,8019,0,1,0,5,1,409,1,0,0,3
33,4,1,2,0,8698,0,0,0,5,1,1109,2,0,0,3
52,11,1,3,0,13380,0,0,0,5,1,607,3,0,0,3
46,4,0,2,0,8022,1,1,0,5,1,328,1,0,0,3
52,9,1,3,0,9008,0,0,0,5,1,88,1,0,0,3
43,4,0,2,0,8206,0,0,0,5,1,175,1,0,0,3
59,4,2,2,0,15687,0,0,0,5,1,124,1,0,0,3
57,5,0,2,0,8260,0,1,0,5,1,146,1,0,0,3
42,9,1,1,0,7663,1,1,0,5,1,97,1,0,0,3
57,5,1,1,0,8676,0,0,0,5,1,454,1,0,0,3
59,9,0,1,0,8019,0,0,0,5,1,54,1,0,0,3
46,0,1,1,0,8019,0,0,0,5,1,109,1,0,0,3
53,0,1,2,0,13113,0,0,0,5,1,114,1,0,0,3
59,1,0,0,0,8172,0,0,0,5,1,268,2,0,0,3
51,4,1,2,0,9413,1,0,0,5,1,115,1,0,0,3
48,1,1,0,0,8593,0,0,0,5,1,348,1,0,0,3
43,4,2,2,0,10067,1,0,0,5,1,155,1,0,0,3
58,4,0,2,0,9276,0,0,0,5,1,1536,1,0,0,3
34,4,1,2,0,8716,0,0,0,5,1,166,1,0,0,3
58,11,1,3,0,9566,0,0,1,5,1,1186,4,0,0,3
55,9,1,1,0,9835,0,0,0,5,1,197,1,0,0,3
30,4,2,2,0,24941,1,0,0,5,1,198,1,0,0,3
47,11,1,3,0,8320,0,0,0,5,1,111,1,0,0,3
59,5,1,0,0,11419,1,0,0,5,1,515,3,0,0,3
31,9,2,1,0,10407,0,0,0,5,1,123,1,0,0,3
53,0,1,1,0,8276,0,0,0,5,1,222,1,0,0,3
59,11,1,3,0,9560,0,0,0,5,1,790,1,0,0,3
32,4,1,2,0,11177,0,1,0,5,1,142,1,0,0,3
33,9,2,2,0,8019,0,0,0,5,1,122,1,0,0,3
44,9,1,1,0,18907,1,0,0,5,1,163,1,0,0,3
32,4,1,2,0,9047,0,0,0,5,1,183,1,0,0,3
47,4,1,2,0,8314,1,0,0,5,1,157,1,0,0,3
40,4,1,1,0,9270,1,0,0,5,1,406,1,0,0,3
43,9,1,1,0,8648,0,0,0,5,1,196,1,0,0,3
32,9,2,1,0,8062,0,0,0,5,1,159,1,0,0,3
34,1,2,2,0,8061,0,0,0,5,1,297,1,0,0,3
59,5,1,0,1,8018,0,0,0,5,1,229,2,0,0,3
41,4,1,2,0,9428,0,0,0,5,1,138,1,0,0,3
38,4,2,2,0,9656,0,1,0,5,1,231,1,0,0,3
56,5,1,1,0,8383,0,0,0,5,1,105,1,0,0,3
57,3,1,0,0,9161,0,0,0,5,1,238,2,0,0,3
49,4,1,2,0,10158,0,0,0,5,1,278,1,0,0,3
55,1,1,1,0,13462,0,1,0,5,1,264,2,0,0,3
36,4,1,2,0,8306,0,1,0,5,1,156,1,0,0,3
30,4,2,2,0,9060,0,0,0,5,1,68,1,0,0,3
54,4,1,2,0,8829,0,0,0,5,1,156,1,0,0,3
50,4,2,2,0,9117,1,1,0,5,1,286,1,0,0,3
55,1,1,0,0,8019,0,0,0,5,1,334,2,0,0,3
34,9,1,1,0,8019,0,0,0,5,1,95,2,0,0,3
35,4,1,2,0,8019,1,0,0,5,1,148,2,0,0,3
45,4,1,2,0,7377,0,0,0,5,1,124,4,0,0,3
51,0,1,1,0,8968,0,0,0,5,1,1092,1,0,0,3
45,1,1,0,0,8697,0,0,0,5,1,104,3,0,0,3
47,0,1,1,0,8737,1,1,0,5,1,195,2,0,0,3
60,4,1,2,0,12082,0,0,0,5,1,56,2,0,0,3
45,4,0,2,0,8354,0,0,0,5,1,297,1,0,0,3
50,0,1,1,0,12874,0,0,0,5,1,720,2,0,0,3
51,0,1,1,0,8246,0,0,0,5,1,231,1,0,0,3
53,4,0,1,0,8538,1,0,0,5,1,126,1,0,0,3
55,5,1,0,0,12443,0,0,0,5,1,67,4,0,0,3
58,5,1,1,0,8590,0,0,0,5,1,54,3,0,0,3
60,0,1,1,0,8019,0,0,0,5,1,202,1,0,0,3
41,9,2,1,0,8059,0,0,0,5,1,149,2,0,0,3
32,4,2,2,0,8729,0,0,0,5,1,683,2,0,0,3
32,9,2,2,0,8146,0,0,0,5,1,168,3,0,0,3
43,9,1,2,0,8211,0,0,0,5,1,203,2,0,0,3
43,7,1,1,0,10145,0,0,0,5,1,92,2,0,0,3
53,9,1,1,0,8898,0,0,0,5,1,176,1,0,0,3
50,0,1,1,0,8369,0,0,0,5,1,66,2,0,0,3
49,9,2,1,0,9396,0,0,0,5,1,935,1,0,0,3
48,7,1,1,0,9592,0,0,0,5,1,165,1,0,0,3
33,4,0,2,0,10904,0,0,0,5,1,1051,2,0,0,3
32,9,1,1,0,8543,0,0,0,5,1,493,1,0,0,3
48,4,1,2,1,8015,0,0,0,5,1,97,1,0,0,3
55,1,1,0,0,8531,0,0,0,5,1,1200,2,0,0,3
38,0,1,2,0,9999,0,0,0,5,1,176,2,0,0,3
42,9,1,2,0,8940,0,0,0,5,1,531,3,0,0,3
47,3,1,0,0,8051,0,0,0,5,1,231,2,0,0,3
44,4,1,2,0,15504,0,0,0,5,1,187,2,0,0,3
51,1,1,1,0,8736,0,0,0,5,1,141,2,0,0,3
46,7,1,0,0,21137,0,0,0,5,1,414,2,0,0,3
60,5,1,1,0,8019,0,0,0,5,1,143,3,0,0,3
46,0,1,1,0,8683,0,0,0,5,1,295,2,0,0,3
58,4,1,2,0,22941,0,0,0,5,1,68,2,0,0,3
59,3,1,1,0,9059,0,0,0,5,1,123,2,0,0,3
52,7,1,1,0,9019,0,0,0,5,1,766,2,0,0,3
52,4,0,2,0,8083,0,0,0,5,1,27,3,0,0,3
43,6,2,2,0,10188,0,0,0,5,1,229,2,0,0,3
52,4,1,2,0,8566,0,0,0,5,1,112,2,0,0,3
50,1,1,0,0,8623,0,0,0,5,1,104,1,0,0,3
37,9,1,1,0,8019,0,0,0,5,1,409,1,0,0,3
38,9,1,2,0,8221,0,0,0,5,1,1311,2,0,0,3
59,5,1,1,0,9054,1,1,0,5,1,223,1,0,0,3
43,9,0,1,0,7983,1,0,0,5,1,292,1,0,0,3
44,4,1,2,0,9807,0,0,0,5,1,166,2,0,0,3
49,0,1,1,0,10273,0,0,0,5,1,77,1,0,0,3
32,2,1,2,0,8047,0,0,0,5,1,287,1,0,0,3
57,0,1,0,0,8305,0,0,0,5,1,100,3,0,0,3
47,0,1,1,0,8019,0,0,0,5,1,109,4,0,0,3
31,4,2,2,0,8174,1,0,0,5,1,291,1,0,0,3
44,4,2,1,0,8440,0,1,0,5,1,307,1,0,0,3
42,9,1,2,0,11549,0,0,0,5,1,33,4,0,0,3
30,9,1,1,0,8085,0,1,0,5,1,239,1,0,0,3
44,9,1,1,0,10876,0,0,0,5,1,318,2,0,0,3
56,5,1,1,0,8407,1,0,0,5,1,80,1,0,0,3
51,1,1,1,0,10937,0,0,0,5,1,193,2,0,0,3
32,6,1,1,0,8086,0,0,0,5,1,153,1,0,0,3
37,9,1,1,0,13972,0,0,0,5,1,1113,1,0,0,3
47,1,1,0,0,8718,0,0,0,5,1,203,1,0,0,3
60,5,1,2,0,9785,0,0,0,5,1,344,1,0,0,3
45,7,1,0,0,8342,0,0,0,5,1,197,1,0,0,3
53,1,1,3,0,9249,0,0,0,5,1,155,3,0,0,3
55,9,1,2,0,8188,0,1,0,5,1,618,2,0,0,3
45,7,1,1,0,8019,0,0,0,5,1,196,2,0,0,3
49,9,1,2,0,11745,0,0,0,5,1,875,2,0,0,3
60,4,1,2,0,11895,0,1,0,5,1,445,3,0,0,3
49,0,1,1,0,8400,0,0,0,5,1,504,2,0,0,3
39,4,1,2,0,21040,0,0,0,5,1,425,2,0,0,3
54,9,2,1,0,8243,0,0,0,5,1,134,2,0,0,3
34,9,1,2,0,8501,0,0,0,5,1,56,2,0,0,3
39,4,1,2,0,16214,0,0,0,5,1,121,3,0,0,3
54,4,1,2,0,8019,0,0,0,5,1,214,3,0,0,3
53,4,1,2,0,9362,0,0,0,5,1,129,4,0,0,3
49,9,1,1,0,8214,0,0,0,5,1,211,2,0,0,3
51,7,1,1,0,8453,0,0,0,5,1,513,2,0,0,3
58,9,1,2,0,8351,0,0,0,5,1,371,3,0,0,3
56,9,0,1,0,8165,1,0,0,5,1,419,3,0,0,3
38,4,1,2,0,8969,0,0,0,5,1,210,2,0,0,3
48,9,1,1,0,8566,0,0,0,5,1,459,2,0,0,3
30,4,2,2,0,8571,1,0,0,5,1,648,2,0,0,3
35,9,1,2,0,8508,0,0,0,5,1,592,2,0,0,3
48,4,1,2,0,8789,0,1,0,5,1,263,2,0,0,3
35,4,0,2,0,8492,0,1,0,5,1,37,2,0,0,3
33,9,0,1,0,8507,0,0,0,5,1,332,2,0,0,3
58,9,0,1,0,7896,0,0,0,5,1,131,2,0,0,3
46,9,1,1,0,8959,0,0,0,5,1,1227,2,0,0,3
49,7,1,0,0,8487,0,0,0,5,1,608,2,0,0,3
50,7,1,1,0,8505,1,0,0,5,1,203,2,0,0,3
33,9,1,2,0,10747,0,0,0,5,1,295,2,0,0,3
51,4,0,2,0,9047,0,0,0,5,1,178,4,0,0,3
31,4,2,2,0,9396,0,0,0,5,1,371,2,0,0,3
57,5,1,0,0,8019,0,0,0,5,1,147,2,0,0,3
50,7,1,3,0,8056,0,0,0,5,1,307,4,0,0,3
34,9,1,2,0,8237,0,0,0,5,1,109,2,0,0,3
53,0,1,1,0,9392,0,0,0,5,1,78,2,0,0,3
30,4,2,2,0,9590,0,0,0,5,1,996,2,0,0,3
31,6,2,2,0,8103,0,0,0,6,1,157,4,0,0,3
42,4,1,2,0,8242,0,0,0,6,1,92,6,0,0,3
52,4,1,2,0,8518,0,0,0,6,1,115,4,0,0,3
57,5,1,1,0,9249,0,0,0,6,1,78,4,0,0,3
31,9,1,1,0,8026,0,0,1,6,1,116,6,0,0,3
56,5,1,1,0,8772,0,1,0,6,1,314,6,0,0,3
51,0,1,1,0,7752,0,1,0,6,1,91,4,0,0,3
36,4,2,2,0,8565,1,0,0,6,1,91,3,0,0,3
44,4,1,2,0,9261,1,0,0,6,1,384,6,0,0,3
56,4,1,2,0,9502,0,0,0,6,1,46,4,0,0,3
44,9,1,1,0,11463,0,0,0,6,1,212,3,0,0,3
33,6,1,0,0,8019,0,0,0,6,1,139,8,0,0,3
57,5,0,2,0,8753,0,0,0,6,1,1357,4,0,0,3
42,9,1,1,1,7822,1,0,0,6,1,66,7,0,0,3
55,7,1,1,0,8972,1,1,0,6,1,125,3,0,0,3
50,9,2,1,0,8349,0,0,0,6,1,376,3,0,0,3
61,5,1,1,0,8096,0,0,0,6,1,455,4,0,0,3
50,4,0,2,0,11230,1,0,0,6,1,146,5,0,0,3
42,4,1,2,0,8019,0,0,0,6,1,81,3,0,0,3
33,11,1,1,0,10746,0,0,0,6,1,205,3,0,0,3
45,1,1,3,0,11133,0,0,0,6,1,192,2,0,0,3
58,7,1,1,0,8707,0,0,0,6,1,152,2,0,0,3
38,9,2,2,0,8019,0,0,0,6,1,89,2,0,0,3
45,0,1,1,0,8944,0,0,0,6,1,406,2,0,0,3
32,9,2,2,0,8651,0,1,0,6,1,103,2,0,0,3
39,9,1,1,0,8019,0,0,0,6,1,84,4,0,0,3
46,0,1,1,0,8063,0,0,0,6,1,175,2,0,0,3
56,5,1,1,0,8019,0,0,0,6,1,113,3,0,0,3
51,6,1,1,0,9197,0,0,0,6,1,530,2,0,0,3
48,9,1,1,0,9545,0,0,0,6,1,273,2,0,0,3
39,4,1,2,0,9855,0,0,0,6,1,902,3,0,0,3
50,4,1,2,0,10069,0,0,0,6,1,158,3,0,0,3
46,0,1,1,0,8679,0,0,0,6,1,740,2,0,0,3
57,7,1,0,0,8072,0,0,0,6,1,86,2,0,0,3
43,6,1,1,0,13723,1,0,0,6,1,139,2,0,0,3
53,4,0,2,0,8288,0,0,0,6,1,347,2,0,0,3
43,4,1,2,0,8155,0,0,0,6,1,120,2,0,0,3
48,9,1,1,0,15039,0,0,0,6,1,80,2,0,0,3
49,4,0,2,0,8197,0,0,0,6,1,174,2,0,0,3
41,9,1,1,0,11451,0,0,0,6,1,140,3,0,0,3
51,1,1,1,0,8206,1,0,0,6,1,277,3,0,0,3
30,6,2,2,0,9514,0,0,0,6,1,898,2,0,0,3
34,4,2,2,0,8700,0,0,0,6,1,637,2,0,0,3
59,5,1,1,0,8019,0,0,0,6,1,142,2,0,0,3
38,4,1,2,0,8203,0,0,0,6,1,224,2,0,0,3
32,9,1,1,0,8019,0,0,0,6,1,254,2,0,0,3
46,1,1,1,0,8417,1,1,0,6,1,128,2,0,0,3
54,3,1,3,0,8019,0,0,0,6,1,189,2,0,0,3
48,4,1,2,0,11785,0,0,0,6,1,206,2,0,0,3
54,4,0,2,0,8806,0,0,0,6,1,90,2,0,0,3
30,1,2,1,0,12768,0,0,0,6,1,220,2,0,0,3
36,4,1,2,0,8182,0,0,0,6,1,311,2,0,0,3
43,4,2,2,0,9323,0,0,0,6,1,501,2,0,0,3
33,3,1,0,0,8599,0,0,0,6,1,209,2,0,0,3
34,7,1,1,0,10975,0,0,0,6,1,835,2,0,0,3
42,4,1,2,0,11737,1,0,0,6,1,50,2,0,0,3
33,4,2,1,0,10934,0,0,0,6,1,126,2,0,0,3
40,4,1,2,0,11831,0,0,0,6,1,58,4,0,0,3
49,1,1,1,0,8758,1,0,0,6,1,182,2,0,0,3
51,7,1,1,0,8141,0,1,0,6,1,499,2,0,0,3
35,4,0,2,0,8165,0,0,0,6,1,720,2,0,0,3
44,4,1,2,0,9877,0,0,0,6,1,113,4,0,0,3
36,4,0,2,1,8055,0,0,0,6,1,836,4,0,0,3
50,1,1,1,0,8635,1,0,0,6,1,439,6,0,0,3
60,5,1,1,0,9164,0,0,0,6,1,167,2,0,0,3
50,4,0,1,0,8554,0,0,0,6,1,102,2,0,0,3
31,9,1,2,0,8357,0,0,0,6,1,184,2,0,0,3
56,7,1,1,1,8011,0,0,0,6,1,159,2,0,0,3
41,9,1,2,0,8699,0,0,0,6,1,117,2,0,0,3
39,3,1,2,0,8113,0,0,0,6,1,181,2,0,0,3
49,1,1,1,0,7977,0,0,0,6,1,585,4,0,0,3
34,4,1,2,0,8019,0,0,0,6,1,139,2,0,0,3
41,4,1,2,0,8122,0,1,0,6,1,65,2,0,0,3
45,4,0,2,0,8020,0,0,0,6,1,490,2,0,0,3
46,4,1,2,0,8784,0,0,0,6,1,71,2,0,0,3
35,9,1,2,0,8137,0,0,0,6,1,358,2,0,0,3
37,9,0,1,0,12984,0,0,0,6,1,222,2,0,0,3
37,3,1,1,0,9882,0,0,0,6,1,163,2,0,0,3
37,4,1,2,0,8411,0,0,0,6,1,115,2,0,0,3
45,4,2,1,0,8161,0,1,0,6,1,99,4,0,0,3
43,6,1,0,1,8404,0,0,0,6,1,359,2,0,0,3
44,6,1,1,0,8332,0,0,0,6,1,211,4,0,0,3
45,1,1,0,0,10452,0,0,0,6,1,133,2,0,0,3
50,9,1,1,0,9431,0,0,0,6,1,131,3,0,0,3
59,3,1,0,0,8115,0,0,0,6,1,88,2,0,0,3
52,1,1,0,0,9383,1,0,0,6,1,164,2,0,0,3
47,11,1,3,0,8289,0,0,0,6,1,467,2,0,0,3
39,4,0,2,0,14007,1,1,0,6,1,225,2,0,0,3
47,9,1,1,0,10499,0,0,0,6,1,763,2,0,0,3
42,4,1,2,0,32799,0,0,0,6,1,184,2,0,0,3
57,9,1,1,0,8048,0,0,0,6,1,122,2,0,0,3
55,5,1,0,0,8647,0,1,0,6,1,123,2,0,0,3
30,4,2,2,0,10895,0,0,0,6,1,103,4,0,0,3
42,9,1,2,0,22301,1,0,0,6,1,649,4,0,0,3
36,9,1,1,0,8596,0,0,0,6,1,88,2,0,0,3
48,4,0,2,0,8268,0,0,0,6,1,293,6,0,0,3
34,1,1,1,0,8201,0,0,0,6,1,938,2,0,0,3
56,3,2,0,0,8820,0,0,0,6,1,931,4,0,0,3
52,9,1,1,0,11170,0,0,0,6,1,89,2,0,0,3
35,4,1,1,0,8552,0,0,0,6,1,221,12,0,0,3
54,1,1,1,0,8525,1,0,0,6,1,126,2,0,0,3
45,1,1,1,0,8352,0,1,0,6,1,166,2,0,0,3
40,4,2,2,0,8019,0,0,0,6,1,641,6,0,0,3
44,9,1,1,0,9920,0,0,0,6,1,165,2,0,0,3
52,9,1,1,0,10098,0,0,0,6,1,68,2,0,0,3
55,1,1,3,0,14153,0,0,0,6,1,127,2,0,0,3
58,9,1,1,0,9210,0,0,0,6,1,78,2,0,0,3
47,4,1,1,0,8018,0,0,0,6,1,302,4,0,0,3
43,4,1,2,0,7892,0,0,0,6,1,400,2,0,0,3
53,1,1,0,0,9157,1,0,0,6,1,375,2,0,0,3
35,4,1,2,0,8303,0,1,0,6,1,258,2,0,0,3
40,9,0,1,0,8330,0,0,0,6,1,738,2,0,0,3
34,3,1,1,0,8284,0,0,0,6,1,329,2,0,0,3
48,7,1,0,0,8502,0,0,0,6,1,119,2,0,0,3
55,4,1,2,0,8019,0,0,0,6,1,341,2,0,0,3
58,5,1,1,0,21208,0,1,0,6,1,181,2,0,0,3
35,4,1,2,0,8268,1,0,0,6,1,127,2,0,0,3
43,4,1,2,0,8019,0,0,0,6,1,124,2,0,0,3
39,4,1,2,0,9131,0,0,0,6,1,232,2,0,0,3
