age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
51,-1,11,9,5,-1,1,2,1,0,0,6,38
41,5,11,9,2,6,0,4,1,0,0,25,38
22,1,7,12,4,0,3,2,0,0,0,35,13
36,-1,15,10,2,-1,5,4,0,0,0,25,38
18,3,1,7,4,5,3,4,1,0,0,40,38
33,1,0,6,2,13,0,4,1,0,0,40,38
46,1,9,13,2,9,0,4,1,0,0,38,38
49,3,1,7,2,8,2,4,0,0,0,40,38
41,6,11,9,2,0,5,4,0,0,0,40,38
52,3,15,10,0,0,4,4,0,0,0,40,38
40,3,15,10,5,5,1,4,1,0,0,40,38
53,0,15,10,4,9,4,4,0,0,0,40,38
45,5,11,9,2,2,0,4,1,0,0,50,38
30,1,0,6,2,2,0,4,1,0,0,40,38
56,3,11,9,2,5,0,4,1,0,0,40,38
24,3,11,9,2,2,0,4,1,0,0,40,38
71,5,5,4,2,4,0,4,1,0,0,50,38
20,5,11,9,0,11,1,4,0,0,0,30,38
26,3,9,13,2,12,0,4,1,0,0,50,38
34,3,11,9,2,11,0,4,1,0,0,65,38
36,-1,6,5,0,-1,4,4,0,0,0,40,25
49,3,11,9,5,9,4,4,0,0,653,60,38
48,3,10,16,2,9,0,4,1,0,1902,50,38
22,3,11,9,4,7,3,4,0,0,0,40,38
30,3,15,10,0,6,1,4,1,0,1617,40,38
51,3,11,9,0,2,1,4,1,0,0,40,38
46,3,15,10,3,11,4,4,0,0,0,40,38
32,4,11,9,2,3,0,4,1,0,0,45,38
42,3,14,15,2,11,5,0,0,15024,0,40,34
52,6,15,10,2,12,0,4,1,0,0,50,38
57,3,11,9,0,0,2,2,0,0,0,40,38
35,3,15,10,0,0,4,4,0,0,0,39,38
52,3,12,14,2,9,0,4,1,0,0,50,38
59,-1,6,5,0,-1,1,4,0,0,0,12,38
36,3,15,10,0,3,4,4,0,0,0,40,38
33,3,15,10,2,3,0,4,1,0,0,40,4
67,1,11,9,0,10,1,2,1,0,0,20,38
31,5,15,10,2,11,0,4,1,0,0,48,38
31,3,11,9,2,9,0,4,1,0,0,50,38
28,3,15,10,4,6,1,4,1,0,0,42,38
72,-1,5,4,6,-1,4,4,0,0,0,20,38
36,3,11,9,0,2,1,4,1,0,0,40,38
58,5,11,9,2,11,0,4,1,0,0,35,38
56,3,11,9,2,6,0,4,1,0,0,40,38
35,3,15,10,4,11,1,4,1,0,0,40,38
37,3,8,11,2,2,0,4,1,0,0,40,38
44,3,9,13,3,3,4,4,0,0,0,40,38
26,3,11,9,4,4,3,4,1,0,0,40,38
51,3,11,9,2,13,0,4,1,0,0,40,38
31,3,15,10,2,2,0,4,1,4386,0,50,38
30,3,15,10,4,11,3,4,0,0,0,40,7
20,3,15,10,4,0,1,4,0,0,0,40,38
21,3,15,10,4,0,3,1,0,0,0,40,38
37,3,9,13,2,9,0,4,1,0,0,50,38
53,6,8,11,2,9,0,4,1,4386,0,40,38
54,3,11,9,2,0,0,4,1,0,0,45,38
32,-1,9,13,0,-1,4,4,0,0,0,32,38
34,-1,15,10,2,-1,5,4,0,7688,0,6,38
30,3,9,13,2,11,0,4,1,7298,0,50,38
43,6,11,9,3,3,4,4,0,0,0,40,38
48,3,8,11,0,7,3,4,0,0,0,40,38
42,5,9,13,2,11,0,4,1,0,0,48,38
62,3,11,9,2,6,0,4,1,0,0,40,38
31,3,11,9,2,2,0,4,1,0,0,40,38
22,3,11,9,4,11,1,4,1,0,0,60,38
45,3,9,13,2,3,0,4,1,0,0,32,38
34,3,15,10,5,11,1,4,1,0,0,45,38
64,3,11,9,2,3,0,4,1,0,0,20,38
42,5,9,13,2,4,0,4,1,0,0,65,38
60,5,11,9,2,11,0,4,1,0,0,70,38
44,3,11,9,4,2,2,4,1,0,0,58,38
67,-1,5,4,2,-1,0,4,1,0,0,4,38
45,3,7,12,0,12,4,4,0,0,0,40,-1
53,5,14,15,2,9,0,4,1,0,0,38,38
37,3,8,11,2,13,0,4,1,15024,0,50,38
32,-1,0,6,2,-1,5,4,0,0,0,40,38
23,3,11,9,4,7,1,4,0,0,0,35,38
28,3,9,13,2,9,0,1,1,0,0,40,35
55,3,5,4,2,2,0,4,1,0,0,41,38
58,3,12,14,4,0,1,4,0,0,0,24,38
74,4,15,10,2,3,0,4,1,20051,0,25,38
27,3,11,9,4,0,3,4,1,0,0,40,38
37,3,11,9,0,0,4,2,0,0,0,40,38
22,-1,15,10,4,-1,3,1,0,0,0,4,34
44,5,0,6,2,7,0,4,1,0,0,70,38
23,3,7,12,4,0,3,4,1,0,0,40,38
41,3,9,13,2,3,0,4,1,0,0,40,40
45,3,15,10,2,12,0,1,1,0,0,55,38
29,3,11,9,0,6,4,4,1,0,0,40,38
33,3,9,13,4,11,1,4,1,0,0,45,38
61,1,12,14,2,3,0,4,1,7298,0,60,38
29,3,7,12,2,11,5,3,0,7688,0,45,38
22,3,15,10,4,11,2,4,1,0,0,38,38
28,3,6,5,4,2,1,4,1,0,0,40,7
30,3,9,13,2,9,5,4,0,0,0,40,38
20,3,15,10,4,5,3,4,1,0,0,20,38
28,-1,0,6,5,-1,1,4,1,0,0,30,38
45,3,11,9,2,2,0,4,1,0,0,50,38
19,-1,15,10,4,-1,1,4,0,0,0,24,38
42,3,7,12,0,3,4,4,0,0,0,40,38
34,3,11,9,4,2,3,4,1,0,0,40,38
31,3,9,13,2,9,0,4,1,0,0,60,38
23,3,9,13,4,3,3,4,0,0,0,40,38
50,3,11,9,2,2,0,4,1,0,0,50,38
40,3,0,6,2,3,0,4,1,0,0,40,38
57,3,11,9,0,0,1,4,0,0,0,45,38
35,3,15,10,2,0,5,4,0,3908,0,27,38
24,3,9,13,4,3,3,4,1,0,0,45,38
27,3,15,10,4,0,1,4,0,0,0,15,38
27,1,15,10,4,10,3,4,0,0,0,40,38
45,4,11,9,2,11,0,4,1,0,0,40,38
80,3,10,16,2,9,0,4,1,0,0,30,38
23,6,15,10,4,7,1,4,1,0,0,50,38
46,3,15,10,2,3,0,4,1,0,0,40,38
38,3,9,13,2,11,0,4,1,0,0,40,38
50,3,11,9,0,11,1,4,1,0,0,60,38
90,3,9,13,2,11,0,4,1,0,0,20,-1
55,3,15,10,2,11,0,4,1,0,0,50,38
72,3,11,9,2,3,5,4,0,0,0,50,8
65,3,15,10,6,0,1,4,0,0,0,40,38
37,3,0,6,0,2,1,4,1,0,0,40,38
39,6,11,9,2,0,5,4,0,0,0,40,38
38,3,8,11,2,2,0,4,1,0,0,40,38
46,3,15,10,2,3,0,4,1,15024,0,50,38
50,3,11,9,2,11,0,4,1,0,0,65,38
54,3,7,12,2,3,0,4,1,0,0,40,38
40,3,12,14,4,11,1,4,1,0,0,50,38
30,3,5,4,2,2,0,4,1,2829,0,40,38
50,3,11,9,2,4,0,4,1,0,0,35,38
28,3,15,10,4,2,1,4,1,0,0,30,38
34,3,8,11,2,2,0,4,1,0,0,53,38
55,3,11,9,0,5,1,4,1,0,0,40,38
20,3,11,9,4,5,3,4,1,0,0,40,38
19,-1,15,10,4,-1,1,4,0,0,0,32,38
21,3,15,10,4,0,1,4,1,0,0,35,38
39,3,15,10,0,7,1,4,0,0,0,20,38
43,3,11,9,2,2,0,4,1,0,0,40,38
33,1,11,9,4,7,4,0,1,0,0,40,38
26,3,15,10,4,0,1,4,0,0,0,40,38
45,6,10,16,2,9,0,4,1,0,0,40,38
31,6,15,10,4,7,3,4,0,0,0,65,38
32,3,4,3,2,2,0,4,1,0,0,60,25
60,5,11,9,2,11,0,4,1,0,0,50,38
41,3,11,9,2,6,0,4,1,0,0,40,38
21,3,15,10,4,7,3,2,1,0,0,20,38
27,3,15,10,0,0,4,2,0,0,0,36,38
33,3,4,3,0,5,4,4,1,0,0,40,25
43,3,11,9,2,2,0,4,1,0,0,40,38
27,3,1,7,2,2,0,4,1,0,1902,40,38
18,5,0,6,4,4,3,4,1,0,0,40,38
48,5,15,10,2,3,0,4,1,0,0,40,38
37,3,5,4,0,3,1,4,1,0,0,50,38
58,3,11,9,2,6,0,4,1,0,0,40,38
57,3,2,8,2,13,0,2,1,7688,0,40,38
42,1,9,13,4,0,1,4,0,99999,0,40,38
24,3,11,9,4,0,2,4,1,0,0,40,38
26,3,9,13,4,7,2,4,1,0,0,15,38
43,4,11,9,0,2,4,4,1,5455,0,50,38
34,3,1,7,2,2,0,4,1,0,0,40,38
38,3,9,13,2,3,5,4,0,0,0,40,38
51,5,1,7,2,4,0,4,1,0,0,45,38
31,-1,11,9,2,-1,5,2,0,0,0,45,38
49,5,10,16,2,9,5,4,0,0,0,35,38
26,3,9,13,4,0,3,4,0,0,0,40,38
28,3,11,9,0,13,4,2,0,0,0,20,38
22,0,15,10,2,11,0,4,1,0,1902,37,38
26,3,11,9,0,2,1,4,1,0,0,40,38
45,3,6,5,2,7,0,4,1,0,1848,40,38
39,3,15,10,0,3,4,4,0,0,625,40,38
23,3,11,9,2,11,0,4,1,0,0,40,38
62,-1,11,9,2,-1,0,4,1,0,0,8,38
42,1,9,13,2,9,0,4,1,0,0,60,38
39,0,11,9,2,2,0,4,1,0,0,40,38
43,0,8,11,0,2,1,4,1,0,0,40,38
33,5,15,10,4,4,1,4,1,0,0,70,38
68,6,9,13,2,3,0,4,1,0,0,20,38
30,-1,12,14,2,-1,0,4,1,0,0,46,38
32,3,9,13,4,0,1,1,1,0,0,40,38
25,3,15,10,4,0,4,3,1,0,0,40,38
53,3,4,3,2,7,2,4,0,0,0,24,21
38,3,8,11,2,3,0,4,1,0,0,55,38
62,-1,11,9,2,-1,0,4,1,0,0,40,38
20,3,11,9,4,6,3,4,1,0,0,40,38
26,3,11,9,2,2,0,4,1,0,0,40,38
23,3,11,9,4,13,3,4,1,0,0,40,38
43,6,11,9,0,12,1,4,0,0,0,40,38
29,6,15,10,4,10,1,4,1,0,0,36,38
34,3,0,6,5,7,4,4,0,0,0,36,38
24,3,15,10,4,11,3,4,1,0,0,35,38
44,1,12,14,2,9,0,4,1,0,0,35,38
19,3,15,10,4,0,1,4,1,0,0,40,38
47,3,9,13,2,0,0,4,1,0,0,40,38
40,3,15,10,0,7,1,4,0,0,0,48,38
45,3,11,9,6,11,4,4,0,0,0,45,38
43,3,11,9,5,5,4,2,0,0,0,45,38
22,-1,6,5,4,-1,1,4,1,0,0,30,38
50,3,10,16,0,9,2,4,1,10520,0,50,38
72,-1,15,10,3,-1,1,4,1,0,0,3,38
29,3,9,13,4,9,1,4,1,0,0,40,38
47,3,9,13,4,3,1,4,1,0,0,50,38
24,3,11,9,4,11,3,4,1,0,0,35,7
22,-1,15,10,4,-1,1,4,1,0,0,15,38
21,3,11,9,4,0,3,4,0,0,0,40,38
30,5,11,9,2,3,0,4,1,0,1887,50,38
37,3,15,10,6,7,1,4,0,2354,0,40,-1
74,5,14,15,0,9,2,4,1,0,0,40,38
70,5,15,10,2,4,0,4,1,2653,0,70,38
27,3,8,11,2,2,0,4,1,0,0,40,38
32,1,9,13,0,0,4,1,0,0,0,46,38
30,3,1,7,2,5,0,4,1,0,0,50,38
29,1,8,11,0,10,4,4,1,0,0,56,38
18,3,1,7,4,5,3,4,1,0,1602,40,38
31,3,11,9,2,2,0,4,1,7298,0,40,38
39,6,15,10,2,10,0,4,1,0,0,70,38
21,3,15,10,4,7,3,4,0,0,0,30,38
31,3,11,9,2,13,0,4,1,0,0,38,38
33,1,15,10,2,10,0,4,1,0,0,40,38
39,3,14,15,0,9,1,4,1,0,0,70,38
29,3,11,9,2,2,0,4,1,0,0,40,38
34,3,15,10,2,12,0,4,1,0,1485,40,38
52,6,9,13,6,3,4,4,0,0,0,55,38
35,3,11,9,4,11,1,4,1,0,0,25,38
33,3,0,6,2,2,0,4,1,0,0,40,38
40,-1,6,5,0,-1,4,4,0,0,0,5,4
43,3,9,13,2,3,0,1,1,0,0,50,38
66,-1,3,2,4,-1,1,2,1,0,0,30,38
51,1,9,13,2,3,0,4,1,0,0,40,38
36,3,11,9,4,7,4,4,0,0,0,30,38
17,1,1,7,4,9,3,4,0,0,0,40,38
32,3,11,9,2,2,0,4,1,0,0,40,38
39,3,11,9,4,6,4,2,0,0,0,40,38
19,4,15,10,4,4,3,4,1,0,0,60,38
54,3,1,7,0,0,1,4,1,0,0,40,38
45,3,9,13,0,9,1,4,1,0,0,50,38
47,1,9,13,0,9,1,2,0,0,0,40,38
49,5,11,9,2,4,0,4,1,0,1672,98,38
32,3,11,9,0,0,4,4,0,0,0,40,38
28,4,11,9,2,2,0,4,1,0,0,50,38
39,4,9,13,2,11,0,4,1,0,0,40,38
27,4,11,9,4,11,1,4,1,0,0,50,38
42,1,12,14,2,9,5,4,0,0,0,38,38
24,3,9,13,2,9,0,4,1,0,0,44,38
45,3,9,13,2,2,0,4,1,0,0,45,38
19,3,11,9,4,7,3,4,1,0,0,30,38
46,3,0,6,2,13,0,4,1,0,0,40,38
50,3,11,9,2,13,0,4,1,0,0,40,38
32,3,11,9,4,0,1,4,0,0,0,42,38
47,4,14,15,2,9,0,4,1,99999,0,50,38
69,-1,9,13,2,-1,0,4,1,10605,0,10,38
43,5,11,9,2,4,0,4,1,0,0,50,38
29,3,9,13,4,2,1,4,1,0,0,40,38
43,0,14,15,2,9,0,1,1,0,2415,55,-1
90,3,9,13,4,9,3,4,0,0,0,10,38
41,3,14,15,2,3,5,4,0,0,0,50,23
24,3,13,1,4,4,1,4,1,0,0,36,25
24,3,15,10,4,4,3,4,1,0,0,50,38
24,3,15,10,4,7,1,4,0,0,0,53,38
35,3,11,9,2,0,5,4,0,0,1887,42,38
30,3,9,13,4,0,2,4,1,0,0,40,38
46,3,9,13,5,3,4,4,0,0,0,40,38
19,1,15,10,4,0,3,4,0,0,1721,30,38
39,3,6,5,5,2,3,4,1,0,0,35,25
43,3,11,9,2,13,0,4,1,0,0,40,38
35,3,11,9,4,0,1,4,0,0,0,40,38
65,3,11,9,6,11,1,4,0,0,0,24,38
34,3,11,9,0,2,4,4,1,0,0,40,38
41,3,8,11,2,11,0,4,1,0,0,40,38
24,5,15,10,4,4,3,4,1,0,0,60,38
24,3,11,9,4,7,1,0,1,0,0,35,38
34,4,12,14,4,3,1,4,0,4787,0,45,9
33,3,11,9,2,11,0,4,1,0,0,40,4
37,3,11,9,4,6,1,4,1,0,0,38,32
39,5,11,9,2,13,0,4,1,0,0,60,38
58,3,11,9,0,7,4,4,0,0,0,25,38
36,5,11,9,2,2,0,4,1,0,0,35,25
33,0,15,10,2,12,5,4,0,4064,0,40,38
42,1,12,14,2,9,0,4,1,0,0,55,38
31,3,15,10,4,10,2,2,1,0,0,40,-1
57,3,11,9,5,2,4,4,1,0,0,40,38
67,0,11,9,2,12,0,4,1,0,0,40,38
23,3,11,9,0,2,1,4,1,0,0,40,38
35,3,15,10,2,9,0,0,1,0,0,40,38
43,3,9,13,2,9,0,4,1,0,0,55,21
39,5,15,10,2,4,0,4,1,0,0,60,38
36,3,11,9,4,2,1,4,1,0,0,40,38
29,1,7,12,0,7,4,4,0,0,0,13,38
25,3,11,9,4,5,3,4,1,0,0,40,38
54,3,0,6,5,13,4,2,1,0,0,45,38
24,3,11,9,2,2,0,4,1,0,0,44,38
50,4,9,13,2,11,0,1,1,0,0,60,34
70,3,0,6,2,6,0,4,1,0,0,50,38
61,3,9,13,0,11,1,2,1,4787,0,48,38
51,0,9,13,2,3,0,4,1,0,1902,40,38
38,5,12,14,2,4,0,4,1,0,0,70,38
51,3,11,9,0,9,4,4,0,0,0,40,38
28,3,11,9,4,7,1,4,1,0,0,40,38
66,5,14,15,2,9,0,4,1,0,0,25,38
57,4,11,9,5,4,1,4,1,0,0,60,38
44,4,9,13,2,11,0,1,1,0,0,50,-1
29,3,15,10,4,0,1,4,0,0,0,40,38
21,3,15,10,4,11,3,2,0,0,0,40,38
42,3,0,6,2,2,3,3,1,0,0,43,38
74,3,14,15,2,9,0,4,1,99999,0,50,38
50,3,15,10,0,11,1,4,0,0,0,40,38
65,3,11,9,0,7,2,4,0,0,0,14,38
64,-1,11,9,0,-1,4,4,0,0,0,38,38
44,3,1,7,5,7,4,2,0,0,0,30,38
34,3,8,11,2,9,0,4,1,4386,0,50,38
17,3,0,6,4,7,3,4,1,0,0,10,38
17,-1,0,6,4,-1,3,4,0,0,0,40,38
43,3,15,10,2,13,0,4,1,0,0,60,38
32,3,7,12,0,0,4,4,0,0,0,40,38
54,3,9,13,2,11,0,4,1,3103,0,40,38
20,3,15,10,4,0,3,4,0,0,0,20,38
23,3,15,10,4,9,3,4,1,0,0,10,38
34,3,11,9,2,7,0,4,1,0,0,45,38
30,3,15,10,4,11,3,4,1,0,0,20,38
32,3,5,4,2,6,0,4,1,0,0,40,38
40,3,9,13,2,9,0,4,1,0,0,60,20
28,3,15,10,4,2,1,2,1,0,0,40,38
44,3,11,9,2,2,0,4,1,0,0,45,38
29,1,8,11,2,12,5,4,0,0,0,35,26
28,3,10,16,4,9,1,4,1,594,0,50,10
37,3,15,10,2,3,0,4,1,0,0,40,38
56,4,15,10,2,2,0,4,1,0,0,40,38
27,3,9,13,4,9,1,4,1,0,0,40,38
34,3,11,9,0,6,4,4,0,0,0,20,38
37,3,11,9,0,2,1,4,1,0,0,40,38
66,5,9,13,2,11,0,4,1,0,0,40,38
19,3,11,9,4,9,3,4,1,0,0,30,38
60,3,8,11,0,9,4,4,0,0,0,40,38
54,5,15,10,2,13,0,4,1,2829,0,30,38
47,3,11,9,2,2,0,4,1,0,0,40,38
47,3,15,10,0,9,1,4,1,0,0,48,38
48,4,8,11,2,2,0,4,1,0,0,60,38
57,-1,11,9,2,-1,0,4,1,0,0,60,38
50,4,15,10,2,3,0,4,1,0,0,50,10
62,3,6,5,6,7,4,2,0,0,0,25,38
45,3,15,10,2,7,0,4,1,0,0,40,38
55,1,11,9,2,5,0,4,1,0,0,40,38
62,3,11,9,6,11,1,4,0,0,0,32,38
25,3,0,6,2,6,0,4,1,0,0,40,12
49,3,1,7,0,3,1,4,0,0,0,38,38
32,6,15,10,4,10,4,2,0,3887,0,40,38
25,0,11,9,4,5,1,0,1,0,0,40,38
39,3,15,10,2,6,0,4,1,0,0,50,38
27,1,15,10,2,3,0,4,1,0,0,50,38
43,3,11,9,2,7,0,2,1,0,0,40,38
30,3,11,9,0,7,2,1,0,0,0,40,34
21,3,15,10,4,11,3,4,0,0,0,20,38
33,3,14,15,2,3,5,4,0,0,0,40,38
33,3,15,10,4,0,1,4,1,0,0,50,38
33,3,1,7,4,0,4,2,0,0,0,38,38
70,3,5,4,6,7,1,4,0,0,0,35,38
25,3,15,10,4,7,3,2,1,0,0,42,38
17,3,1,7,4,7,3,4,1,0,0,25,38
20,3,15,10,4,4,3,4,1,0,0,40,38
19,3,15,10,4,7,2,2,1,0,0,35,38
71,0,15,10,2,3,0,4,1,20051,0,40,38
31,3,7,12,2,3,0,4,1,0,0,40,38
26,3,9,13,2,11,0,4,1,0,0,55,38
52,3,12,14,2,3,0,4,1,0,0,40,38
26,3,9,13,4,3,1,4,0,0,0,40,38
38,3,11,9,0,6,1,4,1,0,0,45,38
25,3,15,10,4,7,1,4,1,0,0,40,38
22,3,9,13,4,9,1,4,0,0,0,9,38
48,6,15,10,2,10,0,4,1,0,1902,40,38
53,3,11,9,2,2,0,4,1,0,0,40,38
30,5,7,12,0,2,1,4,1,0,0,50,38
44,3,15,10,2,2,0,4,1,0,0,60,38
32,0,9,13,2,9,0,1,1,0,0,56,38
59,5,1,7,2,2,0,4,1,0,0,20,38
49,3,15,10,0,5,4,2,0,0,0,40,38
65,-1,11,9,2,-1,0,0,1,3818,0,40,38
31,3,11,9,4,2,1,4,1,0,0,50,38
53,3,4,3,2,2,0,3,1,5178,0,40,32
44,3,6,5,4,6,1,4,1,0,0,40,38
36,3,9,13,2,9,0,1,1,0,0,55,23
36,3,11,9,4,11,1,4,0,0,0,40,38
37,3,6,5,2,6,0,4,1,0,0,50,38
63,-1,9,13,2,-1,0,4,1,7688,0,54,38
67,4,11,9,2,9,5,4,0,20051,0,30,8
29,3,9,13,4,11,4,2,1,0,0,40,38
52,3,11,9,0,11,1,4,1,0,0,40,38
37,3,11,9,2,2,0,4,1,0,1628,40,38
21,3,15,10,4,7,1,4,0,0,0,40,38
36,3,15,10,0,3,4,2,0,0,0,38,38
24,3,11,9,4,6,2,2,0,0,0,30,38
31,3,11,9,4,3,3,2,1,0,0,40,38
54,0,11,9,6,0,4,4,0,0,0,35,38
44,3,9,13,2,12,0,4,1,0,0,40,38
18,3,15,10,4,5,3,3,1,0,0,30,38
41,3,11,9,2,13,5,4,0,0,0,40,38
37,4,12,14,0,3,1,4,0,0,0,70,38
30,3,11,9,4,7,1,2,1,0,0,40,-1
26,6,9,13,4,9,1,1,1,0,0,20,18
68,5,10,16,2,9,0,4,1,0,0,50,1
31,3,15,10,2,11,0,4,1,0,0,40,38
48,3,11,9,0,2,1,4,1,0,0,40,38
80,-1,11,9,2,-1,0,4,1,0,0,8,38
26,3,15,10,2,6,0,2,1,0,0,40,38
63,3,6,5,2,13,0,4,1,0,0,40,38
19,3,15,10,4,6,3,4,1,0,0,20,38
30,-1,15,10,4,-1,3,4,0,0,0,30,38
42,4,11,9,2,11,0,4,1,0,0,60,38
64,0,7,12,2,7,0,1,1,0,0,40,38
32,3,9,13,4,13,1,4,1,0,0,40,38
50,3,11,9,2,2,0,4,1,0,0,47,38
73,3,11,9,2,4,0,1,1,0,0,40,29
32,3,9,13,4,9,1,2,0,0,0,40,38
53,3,15,10,2,13,0,4,1,7298,0,45,38
58,3,9,13,0,11,1,4,1,0,0,40,38
37,1,15,10,2,2,0,4,1,5178,0,40,38
24,3,15,10,4,2,3,4,1,0,0,15,38
53,3,9,13,2,3,0,4,1,0,0,50,38
23,3,15,10,4,3,3,3,0,0,0,40,38
42,-1,7,12,4,-1,2,4,0,0,0,40,38
30,3,11,9,2,3,2,4,0,0,0,40,38
38,3,9,13,4,7,3,4,0,0,0,35,38
28,3,11,9,4,2,1,4,1,0,0,40,38
19,3,2,8,4,7,3,4,0,0,0,20,38
45,3,11,9,2,6,0,2,1,0,0,40,38
26,3,9,13,4,0,3,4,1,0,0,40,38
33,3,6,5,4,11,4,4,0,0,0,40,38
29,3,11,9,4,4,1,4,1,0,0,50,-1
54,3,12,14,2,3,5,4,0,0,0,55,38
23,3,15,10,4,3,1,4,0,0,0,50,38
43,4,11,9,2,11,0,4,1,0,0,55,38
37,3,6,5,4,8,1,4,0,0,0,30,7
31,3,5,4,2,7,0,4,1,0,0,40,25
56,4,2,8,2,3,0,4,1,0,1651,40,38
25,3,1,7,4,2,3,4,1,0,0,40,38
17,3,1,7,4,7,3,2,0,0,0,25,38
37,3,11,9,6,0,4,4,0,0,0,68,38
60,3,8,11,2,12,0,4,1,0,0,40,38
59,0,9,13,3,3,1,4,0,0,0,40,38
59,0,11,9,2,2,0,4,1,0,0,40,38
46,5,14,15,2,9,0,4,1,15024,0,40,38
28,-1,11,9,2,-1,2,4,1,0,0,16,38
33,-1,11,9,4,-1,1,4,1,0,0,40,38
24,3,11,9,4,2,3,4,1,0,1408,50,38
29,3,11,9,2,7,5,4,0,4386,0,40,38
33,5,8,11,0,7,4,4,0,0,0,99,38
29,-1,11,9,2,-1,0,4,1,0,0,40,5
23,6,15,10,4,10,1,4,1,0,0,40,38
20,3,15,10,4,0,3,4,1,0,0,25,26
60,3,11,9,6,7,1,4,0,0,0,44,38
44,3,0,6,4,11,4,3,0,0,0,35,5
18,3,11,9,4,13,3,4,1,1055,0,25,38
52,0,2,8,4,7,4,2,0,0,0,40,38
31,3,11,9,0,2,1,4,1,0,0,45,38
30,3,9,13,6,9,4,4,0,0,0,55,38
33,3,11,9,2,5,0,4,1,3781,0,40,38
20,3,15,10,4,7,1,4,0,0,0,32,38
27,-1,9,13,2,-1,5,2,0,0,0,35,-1
33,3,8,11,5,0,3,2,0,0,0,50,38
25,3,11,9,4,7,1,2,0,0,0,35,38
63,3,11,9,5,2,1,4,0,0,0,20,38
63,5,15,10,6,3,1,4,1,0,0,35,38
43,3,11,9,5,11,1,4,0,0,0,30,38
58,3,1,7,6,6,1,4,0,0,0,40,38
70,-1,8,11,6,-1,4,4,0,0,0,35,38
35,3,8,11,4,0,3,4,0,14344,0,40,38
42,3,15,10,2,3,0,4,1,0,0,55,38
20,1,15,10,4,10,3,4,1,0,0,25,38
35,3,11,9,0,2,1,4,1,0,0,40,38
62,3,6,5,2,3,0,4,1,0,0,40,38
41,3,11,9,0,2,4,4,0,1506,0,50,38
43,5,9,13,2,9,5,4,0,0,0,35,38
19,3,2,8,4,6,3,4,1,0,0,40,38
46,3,11,9,4,0,3,4,0,0,0,40,38
47,3,9,13,2,9,0,4,1,15024,0,50,38
36,5,9,13,2,3,0,4,1,7298,0,40,38
45,3,7,12,4,0,1,2,0,0,0,40,38
48,3,0,6,2,2,0,4,1,0,0,30,38
29,3,7,12,4,0,1,1,0,0,0,40,38
48,6,9,13,2,3,0,4,1,5178,0,40,38
36,3,11,9,0,11,4,2,0,0,0,25,38
58,3,1,7,2,2,0,4,1,0,0,40,38
43,3,11,9,4,0,1,2,0,0,0,40,38
59,3,9,13,2,2,0,4,1,0,0,4,38
42,3,9,13,2,3,0,4,1,0,0,40,38
33,0,8,11,2,12,0,4,1,0,0,40,38
23,0,15,10,4,1,2,4,1,0,0,40,38
21,3,15,10,4,5,3,4,1,0,0,25,38
48,3,4,3,0,6,4,3,0,0,0,40,5
32,1,11,9,2,2,0,4,1,0,0,40,38
31,3,15,10,2,0,0,4,1,0,0,50,38
66,1,12,14,6,9,1,4,0,0,0,40,38
23,1,9,13,4,0,1,4,1,0,0,32,38
52,3,15,10,2,0,5,4,0,0,0,35,38
17,3,1,7,4,5,3,4,1,0,0,15,38
35,3,15,10,2,11,0,4,1,0,0,43,38
39,3,10,16,2,9,0,4,1,99999,0,55,38
21,-1,15,10,4,-1,1,4,0,0,0,10,38
24,3,15,10,4,0,4,4,0,0,0,40,38
45,3,11,9,2,7,0,1,1,0,0,84,23
25,3,11,9,4,2,1,4,1,0,2001,50,38
29,0,9,13,4,9,1,2,1,0,0,40,38
56,3,9,13,2,0,0,4,1,5178,0,44,38
34,5,11,9,0,4,1,4,1,0,0,40,38
64,1,11,9,0,2,1,4,1,0,0,40,38
27,3,11,9,2,0,0,4,1,0,0,39,38
47,3,11,9,0,6,1,4,1,4650,0,40,38
36,3,9,13,2,12,0,4,1,3103,0,42,38
44,0,11,9,0,6,1,4,1,0,0,40,38
31,3,11,9,4,4,1,2,0,0,0,60,38
23,3,11,9,2,0,2,4,0,0,0,35,38
45,1,15,10,2,9,0,4,1,7688,0,50,38
31,1,11,9,4,6,3,4,1,0,0,64,38
45,3,0,6,2,2,0,4,1,0,0,60,38
42,3,11,9,4,0,4,2,0,0,0,35,-1
33,3,7,12,2,9,0,4,1,0,0,40,38
33,1,12,14,2,9,5,4,0,0,0,40,38
30,5,15,10,2,0,5,4,0,0,0,20,38
25,3,15,10,4,6,1,4,1,0,0,42,38
33,3,12,14,4,3,1,4,0,0,0,32,-1
70,5,12,14,2,3,0,4,1,0,2246,8,38
22,3,6,5,4,13,3,4,1,0,0,40,38
30,3,9,13,2,11,0,4,1,0,0,40,38
46,3,7,12,2,3,0,4,1,15024,0,50,38
43,5,2,8,2,13,0,4,1,0,0,60,38
37,3,5,4,4,6,3,4,0,0,0,25,38
59,4,15,10,2,3,0,4,1,15024,0,60,38
51,5,11,9,4,4,4,4,1,0,0,45,38
47,3,9,13,2,3,0,1,1,2885,0,65,23
36,3,15,10,2,3,0,4,1,0,0,60,38
73,1,4,3,2,9,0,4,1,0,0,6,38
32,1,12,14,4,9,1,4,0,0,0,40,38
34,3,11,9,2,11,0,4,1,0,0,50,38
