city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
64,0.624,-1,1,0,0,5,11,-1,-1,5,50
49,0.92,1,0,2,0,0,14,-1,-1,5,73
48,0.91,1,0,2,0,5,18,1,1,0,164
61,0.682,1,0,2,0,5,13,3,5,5,66
5,0.92,1,0,2,0,5,21,-1,-1,0,27
64,0.624,1,0,2,0,5,3,5,5,4,330
5,0.92,1,0,2,0,5,18,4,1,1,19
49,0.92,-1,0,2,2,2,21,7,3,-1,42
5,0.92,-1,0,0,-1,-1,-1,-1,-1,4,96
65,0.899,-1,0,1,0,5,16,5,1,0,23
64,0.624,1,0,2,0,5,15,3,5,0,24
55,0.878,-1,1,-1,1,-1,17,-1,-1,5,96
36,0.727,-1,1,1,0,5,16,-1,-1,-1,110
63,0.7959999999999999,1,0,2,2,5,21,-1,-1,4,86
76,0.898,-1,0,2,0,5,21,4,5,4,146
15,0.743,1,0,2,2,5,5,1,5,3,47
5,0.92,1,0,2,2,5,21,1,1,0,11
5,0.92,-1,1,0,0,5,15,-1,-1,0,42
46,0.7659999999999999,-1,0,1,1,-1,14,-1,-1,1,7
51,0.903,1,0,2,0,5,21,-1,-1,3,200
64,0.624,-1,1,2,0,1,1,-1,-1,4,22
13,0.926,-1,1,0,1,-1,17,7,0,1,77
5,0.92,1,0,2,1,-1,10,-1,-1,3,29
65,0.899,1,0,2,0,5,4,5,5,0,50
104,0.698,1,0,2,0,5,2,7,5,4,3
49,0.92,1,0,2,0,5,7,1,5,0,70
5,0.92,1,1,2,4,-1,15,-1,-1,5,99
91,0.913,1,0,2,0,5,21,2,5,4,64
48,0.91,1,0,2,2,5,16,6,5,0,94
122,0.915,1,0,2,0,5,21,-1,-1,0,51
5,0.92,-1,1,2,0,5,1,1,5,3,101
55,0.878,-1,0,2,2,5,7,6,5,1,35
48,0.91,-1,0,2,0,0,5,0,5,2,42
47,0.843,-1,1,0,0,5,13,-1,-1,5,9
30,0.897,1,0,2,0,0,20,7,0,0,32
64,0.624,1,1,2,0,5,17,-1,-1,0,134
64,0.624,-1,0,2,2,5,15,-1,-1,5,22
13,0.926,1,0,2,0,5,3,7,5,1,24
2,0.887,1,0,2,2,5,21,-1,-1,0,131
5,0.92,-1,0,2,0,5,13,3,5,0,31
64,0.624,1,0,0,2,5,18,1,5,1,41
5,0.92,-1,0,2,0,5,8,2,5,2,17
64,0.624,-1,0,2,0,5,19,0,1,4,39
117,0.691,1,1,2,4,-1,4,-1,5,5,254
30,0.897,-1,0,2,2,0,7,4,5,4,46
102,0.579,-1,1,0,0,4,16,-1,5,5,39
49,0.92,1,0,2,0,5,7,3,5,4,47
13,0.926,1,0,2,1,-1,3,4,5,4,94
5,0.92,1,0,1,0,5,18,4,5,1,40
48,0.91,1,1,0,1,-1,19,-1,-1,5,12
6,0.924,1,0,2,2,5,21,3,5,3,242
13,0.926,1,0,2,0,5,5,1,1,0,32
64,0.624,1,1,2,-1,-1,11,-1,-1,5,20
64,0.624,1,1,0,0,5,15,7,0,5,184
64,0.624,-1,0,0,1,-1,16,4,5,0,92
103,0.939,1,0,2,1,-1,9,2,5,0,196
1,0.895,1,0,0,0,5,14,1,4,1,26
104,0.698,1,0,2,0,5,10,-1,-1,0,44
48,0.91,1,0,2,0,5,21,1,5,2,57
5,0.92,1,1,2,4,-1,11,-1,-1,1,28
49,0.92,1,0,2,0,5,6,1,5,2,3
5,0.92,1,1,2,0,4,7,-1,-1,4,74
101,0.754,1,0,2,0,5,19,5,5,1,128
28,0.742,1,0,0,2,5,15,4,5,5,157
115,0.743,-1,0,2,2,5,19,1,2,0,146
101,0.754,1,0,2,2,5,4,0,4,0,31
2,0.887,-1,0,2,1,-1,16,1,5,0,61
30,0.897,1,0,0,0,2,11,-1,-1,5,40
64,0.624,1,0,2,0,5,17,1,5,2,24
114,0.925,-1,0,2,0,5,15,4,5,3,224
65,0.899,1,0,2,0,5,18,7,1,1,36
5,0.92,1,0,2,2,5,21,-1,-1,4,55
101,0.754,-1,1,2,0,2,6,0,5,4,48
13,0.926,1,1,2,1,-1,13,-1,-1,5,25
112,0.923,1,1,2,1,-1,0,0,5,0,114
13,0.926,1,1,2,2,5,18,-1,-1,2,18
99,0.884,-1,1,2,3,5,2,6,5,0,23
6,0.924,1,1,0,0,5,15,-1,-1,-1,11
103,0.939,1,0,2,0,5,16,0,1,0,100
64,0.624,1,0,2,2,5,2,-1,-1,5,46
121,0.949,1,0,2,0,0,13,4,5,0,51
5,0.92,1,1,2,1,-1,0,-1,-1,5,200
5,0.92,-1,0,2,0,5,3,-1,5,0,30
29,0.698,-1,0,-1,-1,-1,14,-1,-1,5,20
5,0.92,0,1,2,0,5,18,0,-1,0,15
6,0.924,1,0,2,3,5,1,3,5,0,74
15,0.743,1,0,2,0,5,14,-1,-1,3,15
2,0.887,1,0,1,0,5,17,3,5,5,39
5,0.92,1,0,2,0,5,8,7,5,3,21
93,0.6659999999999999,0,1,0,0,5,15,-1,-1,0,18
101,0.754,-1,1,-1,1,-1,14,-1,-1,5,10
101,0.754,1,1,0,1,-1,13,-1,-1,5,65
64,0.624,1,0,2,0,5,7,3,5,4,11
64,0.624,1,1,2,0,5,9,-1,-1,0,39
64,0.624,-1,0,2,0,5,16,1,4,1,144
99,0.884,1,1,2,0,5,14,-1,-1,5,9
93,0.6659999999999999,1,0,2,0,5,7,1,5,4,18
13,0.926,1,0,2,1,-1,15,-1,-1,5,10
36,0.727,-1,0,1,0,5,16,0,5,0,43
121,0.949,-1,1,2,0,5,21,7,5,0,55
64,0.624,-1,0,2,0,5,15,2,5,0,180
48,0.91,1,1,2,0,5,21,3,5,3,18
64,0.624,-1,1,2,0,5,14,3,-1,5,140
5,0.92,-1,0,2,2,5,21,1,3,4,42
114,0.925,1,0,2,0,5,19,0,1,1,42
103,0.939,-1,1,-1,-1,-1,20,-1,5,5,14
13,0.926,1,0,2,2,5,4,1,-1,1,96
13,0.926,-1,0,2,1,-1,14,6,5,0,43
5,0.92,1,1,1,0,5,5,3,2,4,65
5,0.92,1,0,2,0,5,21,3,5,4,22
66,0.698,1,1,0,0,5,15,-1,-1,5,17
99,0.884,-1,0,2,2,1,6,-1,-1,4,24
2,0.887,1,0,2,0,5,5,-1,-1,0,15
64,0.624,-1,0,2,0,5,0,6,5,0,4
5,0.92,-1,0,2,2,5,5,7,0,2,85
64,0.624,1,0,2,2,5,3,4,0,1,326
13,0.926,1,0,2,0,5,2,0,5,1,11
120,0.925,1,0,2,2,5,21,2,5,4,31
77,0.7759999999999999,1,0,2,0,5,21,-1,-1,4,22
64,0.624,0,0,-1,2,5,18,0,5,0,44
99,0.884,1,0,2,0,5,19,6,5,0,163
48,0.91,1,1,2,0,5,6,4,5,4,90
64,0.624,1,0,2,0,5,5,1,1,4,9
5,0.92,0,0,2,0,5,6,4,1,0,226
11,0.55,1,1,2,0,5,13,4,0,0,80
64,0.624,1,0,2,2,5,16,1,5,0,3
5,0.92,1,0,2,0,1,21,6,5,2,42
99,0.884,1,0,2,0,5,12,-1,-1,2,65
0,0.847,1,0,2,0,5,5,7,5,0,33
5,0.92,1,0,2,0,5,2,1,5,4,77
13,0.926,1,0,2,0,5,8,4,5,4,114
5,0.92,0,0,2,2,2,21,2,2,3,15
5,0.92,-1,0,2,0,3,21,2,5,4,44
64,0.624,1,0,2,2,5,18,1,5,0,25
65,0.899,1,0,2,0,5,7,3,5,0,27
49,0.92,1,0,2,0,5,21,1,5,3,78
101,0.754,1,0,2,0,5,6,1,3,4,3
64,0.624,1,0,2,0,5,20,1,2,0,15
70,0.939,1,0,2,0,5,14,0,5,2,72
103,0.939,1,0,2,0,5,2,4,5,5,56
5,0.92,1,1,0,2,5,18,-1,-1,1,24
48,0.91,1,0,2,0,5,10,3,4,0,18
64,0.624,1,0,2,0,5,20,4,5,0,31
77,0.7759999999999999,-1,1,2,2,5,7,4,5,5,59
15,0.743,1,0,1,0,5,2,-1,-1,0,23
48,0.91,1,0,2,3,5,3,2,5,0,21
5,0.92,1,1,0,0,5,19,-1,-1,5,114
64,0.624,1,1,0,1,-1,15,-1,5,0,15
46,0.7659999999999999,1,0,2,0,5,17,7,1,0,73
65,0.899,0,0,1,0,5,15,3,5,2,69
64,0.624,-1,0,0,0,5,17,-1,-1,1,17
4,0.804,1,0,2,0,5,19,2,5,4,26
30,0.897,1,0,2,2,5,12,1,5,2,26
48,0.91,-1,1,2,2,5,21,-1,-1,4,34
85,0.8959999999999999,1,0,2,0,5,15,7,1,0,50
30,0.897,1,0,2,0,5,8,3,5,0,26
101,0.754,1,0,2,1,-1,6,-1,-1,0,152
93,0.6659999999999999,1,0,2,0,5,6,1,2,0,63
64,0.624,-1,1,0,2,5,19,-1,-1,2,72
64,0.624,-1,0,2,0,5,13,-1,0,0,10
35,0.763,1,1,0,0,5,15,-1,-1,5,11
5,0.92,-1,0,2,0,2,4,5,5,1,143
48,0.91,1,1,2,-1,-1,11,-1,-1,5,28
5,0.92,1,1,2,0,2,21,-1,-1,0,18
99,0.884,1,0,2,2,5,21,1,5,0,56
5,0.92,0,0,2,0,0,14,2,5,0,52
24,0.527,1,0,2,0,4,16,4,5,1,53
49,0.92,1,0,2,0,5,15,4,5,1,41
64,0.624,1,1,0,0,5,11,-1,-1,5,44
13,0.926,1,0,2,0,5,17,7,0,0,62
5,0.92,1,0,2,0,5,15,6,5,1,6
64,0.624,1,1,2,0,5,18,3,5,5,26
30,0.897,1,0,2,2,5,18,4,5,4,37
13,0.926,1,0,0,2,5,5,2,5,0,12
64,0.624,-1,0,1,0,5,15,-1,-1,0,19
13,0.926,1,1,2,1,-1,0,4,5,0,59
13,0.926,1,0,2,0,5,2,1,-1,0,72
95,0.855,-1,0,2,1,-1,16,2,5,0,105
43,0.698,-1,1,2,1,-1,15,-1,-1,5,26
49,0.92,1,0,2,0,5,10,4,5,4,72
13,0.926,1,0,2,2,5,2,3,5,1,98
5,0.92,1,1,0,0,5,19,5,-1,0,5
48,0.91,-1,1,0,1,-1,0,3,5,0,23
6,0.924,1,0,0,0,5,6,7,5,0,322
5,0.92,1,0,2,2,5,21,0,5,4,63
13,0.926,1,0,2,3,5,21,3,5,1,96
6,0.924,1,0,0,0,5,19,1,5,0,9
5,0.92,0,0,2,2,2,0,0,1,0,78
5,0.92,-1,0,2,0,5,21,0,3,4,31
95,0.855,1,1,2,4,-1,18,-1,5,5,22
102,0.579,1,0,0,0,5,15,1,5,0,3
49,0.92,1,0,1,0,5,14,4,5,0,62
64,0.624,1,0,2,0,5,13,4,5,1,84
5,0.92,1,0,2,2,5,21,4,5,1,196
48,0.91,1,0,2,0,3,18,1,5,4,54
97,0.647,1,0,0,2,5,14,-1,-1,0,13
102,0.579,1,0,2,0,5,2,-1,-1,0,34
64,0.624,1,1,0,0,5,11,-1,-1,5,31
48,0.91,1,0,2,1,-1,11,-1,-1,0,37
5,0.92,1,0,2,0,5,14,4,-1,0,23
94,0.802,1,1,0,1,-1,15,-1,-1,5,13
5,0.92,1,0,2,0,5,6,3,5,3,112
114,0.925,1,1,0,1,-1,11,-1,5,5,166
48,0.91,-1,0,2,2,5,21,4,5,4,160
85,0.8959999999999999,1,0,2,0,5,4,1,5,3,7
5,0.92,1,0,2,0,4,21,-1,-1,0,182
13,0.926,1,1,2,2,2,21,3,5,4,45
119,0.698,1,0,2,0,5,21,3,5,4,81
64,0.624,1,0,2,0,5,16,3,5,0,142
64,0.624,1,0,2,0,5,14,1,5,0,110
64,0.624,1,0,0,0,5,11,4,5,0,21
84,0.493,1,0,2,0,5,16,4,2,0,15
64,0.624,0,0,2,0,5,17,4,5,0,48
103,0.939,1,0,2,0,5,21,7,5,0,23
104,0.698,1,0,0,0,5,21,3,5,4,6
26,0.8270000000000001,1,1,0,0,5,2,-1,-1,0,73
64,0.624,-1,0,2,0,5,17,0,0,0,11
48,0.91,1,0,0,2,5,13,3,2,0,12
6,0.924,1,0,2,0,5,15,4,-1,1,6
104,0.698,1,0,2,0,5,21,1,5,2,32
64,0.624,-1,1,0,1,-1,13,-1,-1,5,52
5,0.92,1,0,2,0,5,21,-1,-1,4,111
48,0.91,-1,0,2,0,5,11,1,4,1,212
82,0.89,1,0,0,0,5,13,1,5,0,30
13,0.926,0,0,2,0,5,1,2,5,0,37
30,0.897,-1,0,2,2,5,14,2,5,0,6
55,0.878,1,0,2,0,5,17,3,5,0,68
77,0.7759999999999999,-1,0,2,0,5,15,0,0,0,123
36,0.727,1,1,0,2,2,9,-1,-1,1,56
48,0.91,1,1,2,4,-1,0,-1,-1,5,10
51,0.903,1,1,2,0,2,21,4,2,4,18
11,0.55,-1,0,2,0,5,3,4,5,1,182
11,0.55,-1,0,0,0,5,15,3,5,0,196
30,0.897,1,0,2,2,5,21,4,5,4,133
64,0.624,1,0,2,2,5,5,2,5,1,21
49,0.92,1,0,2,0,2,6,1,5,4,17
5,0.92,1,0,1,2,5,15,3,5,3,80
37,0.74,-1,0,2,2,5,19,6,-1,-1,43
49,0.92,1,0,1,0,2,21,-1,-1,1,21
48,0.91,1,0,2,0,5,5,4,1,1,28
116,0.698,1,0,1,0,5,16,7,5,0,47
49,0.92,-1,0,2,0,5,3,-1,-1,0,65
13,0.926,-1,0,2,2,5,7,-1,-1,0,84
13,0.926,1,0,2,0,5,6,5,5,4,56
97,0.647,-1,0,2,0,5,3,-1,-1,2,133
74,0.893,1,0,2,2,5,1,4,5,1,16
5,0.92,-1,0,2,2,5,1,-1,-1,0,112
102,0.579,-1,0,1,2,5,20,0,2,5,72
2,0.887,1,1,2,1,-1,2,-1,5,4,29
95,0.855,1,0,2,0,5,18,3,-1,2,36
55,0.878,1,1,2,2,2,21,2,4,2,51
64,0.624,1,1,2,0,5,14,3,5,0,35
5,0.92,0,0,2,0,5,16,-1,-1,4,64
93,0.6659999999999999,-1,0,0,0,5,21,3,5,0,8
103,0.939,1,0,2,0,5,7,0,5,1,24
95,0.855,1,0,2,2,5,3,-1,-1,3,42
5,0.92,-1,0,2,0,5,14,0,1,1,17
15,0.743,1,0,0,2,5,9,0,1,1,204
5,0.92,1,1,2,0,5,21,-1,-1,4,7
13,0.926,0,1,0,0,5,11,-1,-1,1,125
13,0.926,1,0,2,2,2,21,-1,-1,4,17
5,0.92,0,0,2,0,5,15,3,5,1,136
64,0.624,-1,1,2,0,4,11,1,5,0,40
5,0.92,1,0,2,0,5,17,4,5,0,104
64,0.624,-1,0,2,0,5,1,1,5,1,56
2,0.887,1,0,1,0,5,1,7,-1,0,3
5,0.92,1,1,0,0,5,11,-1,4,0,25
4,0.804,-1,0,2,0,5,1,4,5,3,83
65,0.899,1,0,2,2,5,9,3,5,4,14
48,0.91,1,0,2,2,5,7,-1,4,4,31
30,0.897,1,0,2,2,5,18,1,5,3,33
95,0.855,1,0,2,0,5,19,4,5,0,22
112,0.923,1,0,2,0,5,4,3,5,1,35
48,0.91,1,0,2,0,5,18,3,5,0,12
118,0.865,1,1,0,2,1,1,1,5,4,27
5,0.92,1,1,0,0,5,19,4,1,0,198
101,0.754,-1,0,1,0,5,17,0,1,2,58
49,0.92,-1,1,2,0,5,0,3,5,0,8
94,0.802,-1,0,0,2,5,11,2,5,0,99
94,0.802,1,0,2,0,5,21,7,5,4,35
64,0.624,-1,1,2,0,5,14,-1,5,5,57
48,0.91,1,0,2,2,0,8,0,-1,0,50
0,0.847,1,0,0,2,5,16,6,5,0,72
104,0.698,1,0,2,0,5,21,0,5,3,204
64,0.624,-1,1,2,2,5,16,-1,-1,0,47
48,0.91,1,0,2,2,5,6,-1,-1,4,23
13,0.926,-1,0,2,0,5,19,4,5,1,47
48,0.91,1,0,2,2,5,7,7,0,0,163
55,0.878,1,1,2,0,5,2,7,0,0,65
64,0.624,1,0,2,0,5,10,3,5,4,128
23,0.745,-1,1,1,2,1,15,6,5,4,9
5,0.92,-1,0,2,0,5,11,4,5,0,124
64,0.624,1,0,2,0,5,9,3,5,5,56
89,0.866,1,0,1,2,5,20,4,-1,0,18
88,0.7390000000000001,1,0,1,0,5,3,1,5,1,64
5,0.92,-1,0,1,0,2,6,-1,-1,0,192
13,0.926,-1,0,1,1,-1,18,2,5,0,102
64,0.624,-1,1,0,2,5,13,7,1,0,7
114,0.925,1,1,1,1,-1,0,-1,-1,5,50
13,0.926,0,1,0,1,-1,13,-1,-1,0,37
120,0.925,0,1,0,1,-1,21,-1,-1,0,47
64,0.624,1,0,2,0,5,16,4,4,1,45
5,0.92,-1,1,0,0,5,11,4,1,0,9
4,0.804,1,0,2,3,5,21,3,5,4,100
48,0.91,1,0,2,0,5,21,7,5,2,83
5,0.92,1,0,2,0,5,1,1,2,0,21
64,0.624,1,0,2,2,5,5,4,5,3,8
74,0.893,-1,0,2,0,5,15,7,5,0,63
4,0.804,0,0,0,2,5,1,2,5,4,62
64,0.624,1,0,2,0,5,16,1,-1,0,116
64,0.624,1,0,2,0,5,17,6,5,3,41
103,0.939,0,0,2,2,5,2,2,5,4,250
99,0.884,1,1,2,0,5,21,-1,-1,4,34
49,0.92,0,0,2,0,0,13,2,5,0,152
74,0.893,-1,1,2,2,5,18,-1,-1,0,19
30,0.897,1,0,0,0,5,14,3,5,0,58
83,0.762,1,0,2,0,5,17,4,5,3,33
13,0.926,0,0,2,2,2,21,7,5,4,24
5,0.92,1,1,0,0,5,1,2,5,0,97
69,0.848,-1,0,2,0,5,16,4,1,0,22
5,0.92,1,0,2,0,5,21,2,5,4,6
13,0.926,1,0,2,0,5,19,0,1,4,9
94,0.802,1,1,2,3,5,9,1,4,4,52
36,0.727,1,0,2,0,5,1,0,5,2,218
82,0.89,1,0,2,0,5,19,-1,-1,0,17
48,0.91,1,0,2,0,5,16,4,4,1,55
4,0.804,1,0,2,0,5,18,-1,-1,0,69
26,0.8270000000000001,1,0,2,2,5,8,1,5,0,64
49,0.92,1,0,2,0,5,21,7,5,3,51
5,0.92,1,0,2,0,5,21,2,-1,1,60
5,0.92,-1,1,2,0,5,21,-1,-1,4,25
91,0.913,1,1,2,2,5,21,3,5,1,9
64,0.624,1,0,2,2,5,21,-1,-1,3,21
5,0.92,-1,0,2,0,5,12,4,5,0,66
5,0.92,1,1,2,0,1,17,1,1,0,39
13,0.926,-1,1,0,0,5,15,-1,-1,0,94
13,0.926,1,1,2,2,2,18,7,0,0,133
48,0.91,1,0,2,0,5,1,3,5,3,176
5,0.92,0,0,2,0,5,16,4,3,0,148
11,0.55,-1,0,2,0,5,18,0,3,0,37
5,0.92,-1,0,2,2,5,4,-1,-1,4,38
93,0.6659999999999999,1,0,2,0,5,17,1,5,0,126
5,0.92,1,0,2,0,5,21,1,5,0,324
64,0.624,1,0,2,0,5,13,1,5,0,76
64,0.624,1,0,2,2,5,14,0,-1,0,41
13,0.926,1,1,2,1,-1,11,0,5,0,54
64,0.624,1,0,0,0,5,17,4,5,1,26
5,0.92,-1,1,0,0,5,16,-1,-1,0,117
5,0.92,-1,0,2,0,5,21,1,5,2,9
13,0.926,0,1,0,0,5,6,-1,-1,0,36
49,0.92,-1,1,2,0,5,1,1,5,4,57
30,0.897,1,1,0,0,5,17,-1,-1,5,34
13,0.926,1,0,0,1,-1,14,-1,-1,1,47
5,0.92,1,1,2,2,5,21,-1,5,0,21
5,0.92,0,0,2,0,3,21,-1,-1,4,30
13,0.926,0,0,2,0,5,6,7,5,0,12
5,0.92,1,0,2,0,5,21,3,5,2,157
70,0.939,1,0,2,1,-1,16,0,5,0,134
64,0.624,-1,1,0,4,-1,0,7,4,5,15
64,0.624,-1,0,0,0,5,19,-1,-1,4,27
5,0.92,1,0,2,0,5,14,7,0,0,45
49,0.92,1,1,0,0,5,18,-1,-1,0,64
94,0.802,1,0,2,0,5,15,7,1,1,11
5,0.92,1,1,2,-1,-1,13,-1,-1,5,52
48,0.91,1,0,2,0,5,7,0,5,4,15
65,0.899,1,1,1,1,-1,14,-1,-1,0,14
2,0.887,1,0,2,0,5,15,4,5,0,68
5,0.92,0,1,2,2,5,2,2,4,4,50
89,0.866,1,1,1,2,5,21,1,4,4,18
14,0.789,0,1,0,0,5,13,-1,-1,5,16
64,0.624,-1,0,0,0,5,2,5,5,2,53
48,0.91,1,0,2,0,5,5,4,4,1,7
64,0.624,1,1,0,0,5,20,-1,-1,5,226
64,0.624,1,1,2,4,-1,20,-1,-1,5,23
99,0.884,1,0,2,2,5,7,4,1,1,98
95,0.855,1,0,2,2,5,7,3,5,3,63
5,0.92,1,0,2,0,5,6,1,5,4,23
14,0.789,1,0,0,0,5,1,7,0,0,77
120,0.925,1,0,2,2,2,21,3,5,0,40
64,0.624,1,0,2,2,1,6,-1,-1,4,76
95,0.855,-1,0,0,3,5,1,2,4,2,141
50,0.767,-1,0,1,2,2,6,2,5,0,124
31,0.836,-1,0,2,-1,-1,12,-1,-1,0,105
48,0.91,1,0,2,2,5,1,4,5,3,56
41,0.6890000000000001,-1,0,-1,1,-1,13,-1,-1,5,99
94,0.802,-1,0,2,0,5,19,4,5,0,48
48,0.91,1,0,2,0,5,6,2,5,4,24
64,0.624,1,0,2,0,5,18,-1,-1,4,92
48,0.91,0,1,0,0,5,15,-1,-1,5,68
5,0.92,0,0,2,0,1,21,2,5,3,256
64,0.624,-1,0,0,0,5,11,4,0,0,62
102,0.579,1,0,2,0,5,5,1,0,0,19
64,0.624,1,1,0,0,5,11,-1,-1,5,98
64,0.624,1,1,0,1,-1,0,-1,-1,5,112
64,0.624,1,1,2,2,5,7,5,5,0,105
13,0.926,1,1,1,4,-1,16,-1,-1,0,228
5,0.92,1,0,2,0,5,21,4,5,0,130
5,0.92,1,1,2,3,5,21,-1,-1,4,24
85,0.8959999999999999,1,1,0,2,5,1,-1,-1,3,34
5,0.92,1,1,2,0,5,21,-1,-1,4,47
13,0.926,1,0,1,0,1,2,1,5,4,44
30,0.897,1,0,2,2,5,3,7,0,0,94
97,0.647,-1,0,2,2,5,14,-1,-1,5,59
5,0.92,1,0,2,0,5,21,-1,-1,1,144
42,0.698,-1,1,2,0,5,5,2,4,0,80
30,0.897,1,0,2,2,5,2,2,5,4,12
30,0.897,-1,1,0,1,-1,14,-1,-1,0,150
64,0.624,1,0,2,2,5,15,2,5,2,44
30,0.897,1,0,2,2,5,1,0,0,0,53
5,0.92,1,0,2,0,5,3,3,5,1,54
4,0.804,-1,0,1,0,5,18,0,5,0,17
64,0.624,1,1,2,1,-1,0,-1,-1,5,138
24,0.527,1,1,1,1,-1,0,-1,-1,5,78
116,0.698,-1,1,2,2,5,18,4,-1,3,4
64,0.624,-1,0,1,0,5,13,0,5,2,39
63,0.7959999999999999,1,1,0,1,-1,13,0,5,0,12
51,0.903,1,0,2,2,5,16,4,-1,5,15
70,0.939,1,0,2,3,5,21,3,5,4,164
64,0.624,1,0,2,2,5,18,2,5,1,45
13,0.926,1,0,2,0,5,21,0,5,1,90
30,0.897,1,0,2,2,5,16,2,5,1,65
43,0.698,1,0,2,0,5,10,5,5,0,7
116,0.698,1,1,0,0,5,16,-1,-1,0,31
101,0.754,-1,0,2,0,4,13,-1,-1,0,43
32,0.487,1,1,2,0,5,11,-1,-1,0,96
64,0.624,1,1,0,1,-1,0,-1,-1,5,30
56,0.7759999999999999,1,0,2,0,5,10,2,5,4,81
64,0.624,1,0,2,0,5,11,7,5,0,50
64,0.624,-1,1,0,1,-1,13,-1,-1,5,72
64,0.624,1,0,2,0,5,14,1,5,1,17
64,0.624,1,0,2,0,5,15,2,5,0,28
2,0.887,-1,0,2,0,5,0,7,1,0,154
64,0.624,1,1,2,0,4,20,-1,-1,0,167
82,0.89,1,0,2,2,5,3,4,5,0,116
5,0.92,-1,1,2,1,-1,16,-1,-1,5,28
97,0.647,1,0,2,1,-1,15,-1,-1,1,38
64,0.624,1,0,2,2,5,18,0,5,5,60
99,0.884,1,1,0,1,-1,17,-1,-1,5,110
49,0.92,0,0,2,2,5,12,6,5,0,25
48,0.91,1,0,2,0,5,21,1,5,0,52
64,0.624,1,0,2,0,5,19,-1,-1,0,68
81,0.725,1,1,2,2,5,21,7,5,4,106
49,0.92,1,0,2,1,-1,21,1,5,1,18
95,0.855,1,0,2,0,5,3,3,5,1,266
99,0.884,1,0,2,2,2,11,7,5,0,316
64,0.624,-1,0,2,0,4,4,4,5,3,136
14,0.789,1,1,2,1,-1,11,-1,-1,5,98
95,0.855,1,0,2,2,5,3,1,5,1,10
85,0.8959999999999999,-1,0,2,3,5,2,1,5,1,16
5,0.92,1,0,2,0,5,3,0,5,4,142
114,0.925,1,1,2,0,5,1,5,4,0,32
95,0.855,-1,0,2,2,5,16,2,5,1,6
5,0.92,-1,1,0,2,5,17,-1,-1,1,61
5,0.92,1,0,2,0,5,13,2,5,1,145
24,0.527,-1,1,0,1,-1,0,-1,-1,5,80
83,0.762,2,1,-1,-1,-1,18,-1,-1,5,234
11,0.55,1,0,2,0,5,13,1,2,0,136
48,0.91,1,0,2,2,5,21,6,5,3,51
41,0.6890000000000001,-1,1,2,1,-1,18,2,5,0,102
64,0.624,1,1,2,0,5,20,3,5,0,25
106,0.579,1,0,2,0,5,15,4,5,5,31
5,0.92,1,0,2,0,5,21,3,5,0,48
36,0.727,-1,0,2,0,5,16,-1,5,0,23
74,0.893,1,0,2,0,5,3,1,5,4,33
48,0.91,1,0,2,0,5,18,6,5,4,24
2,0.887,-1,0,2,0,5,5,7,5,4,36
31,0.836,1,0,0,0,5,13,-1,-1,1,11
95,0.855,1,0,2,2,5,19,-1,-1,0,113
24,0.527,1,0,2,0,5,18,1,5,1,58
5,0.92,0,0,2,2,5,21,7,5,4,60
64,0.624,1,0,2,0,5,19,-1,-1,2,7
5,0.92,1,0,2,0,5,19,-1,-1,1,22
5,0.92,1,0,2,0,5,16,4,5,0,79
13,0.926,1,1,1,2,5,4,4,4,5,52
48,0.91,1,0,2,0,4,15,4,5,0,29
14,0.789,-1,1,0,0,5,11,-1,-1,0,23
5,0.92,0,0,2,0,5,3,2,5,1,100
30,0.897,1,1,0,2,5,16,2,4,5,83
70,0.939,1,0,2,2,5,21,3,5,4,9
64,0.624,1,0,2,0,5,8,5,5,5,4
64,0.624,-1,0,2,2,5,1,1,5,4,69
64,0.624,1,0,2,0,5,13,4,5,0,52
5,0.92,0,0,2,0,5,4,-1,-1,0,109
49,0.92,-1,0,2,0,5,13,3,5,0,109
39,0.555,-1,0,2,0,5,16,4,5,4,55
64,0.624,-1,0,2,2,5,15,0,1,0,57
5,0.92,1,0,2,0,5,11,4,5,0,24
48,0.91,1,0,2,0,5,21,5,5,0,36
5,0.92,1,0,1,0,5,21,-1,-1,4,89
13,0.926,-1,1,0,1,-1,14,-1,-1,-1,4
60,0.698,-1,1,0,0,5,0,-1,-1,0,77
49,0.92,1,0,1,0,5,14,1,5,0,90
99,0.884,1,1,0,0,5,16,-1,5,5,128
13,0.926,-1,0,2,2,5,21,2,5,0,16
64,0.624,1,0,2,0,5,13,3,5,0,44
48,0.91,1,0,2,4,-1,5,1,1,0,36
5,0.92,1,1,2,0,5,14,-1,-1,0,34
64,0.624,-1,1,0,0,5,20,-1,-1,0,36
64,0.624,1,0,2,0,5,6,-1,-1,1,55
5,0.92,1,0,2,0,5,2,1,1,0,24
45,0.769,1,0,2,0,5,5,-1,-1,1,160
41,0.6890000000000001,1,1,0,1,-1,13,-1,-1,5,45
48,0.91,1,0,2,0,5,3,4,5,0,22
4,0.804,-1,0,0,0,5,21,2,5,0,68
89,0.866,1,0,1,2,5,2,2,5,0,214
49,0.92,-1,1,2,1,-1,13,-1,-1,5,4
74,0.893,1,0,2,0,2,13,0,5,0,258
37,0.74,1,0,2,2,5,21,-1,-1,4,35
5,0.92,1,1,0,0,5,14,-1,4,0,22
5,0.92,1,0,2,3,5,21,1,5,1,33
